,Paper,Area
468,conf/latin/FerreiraS92	1992,Algorithms & Theory
469,conf/latin/SalesM00	2000,Algorithms & Theory
470,conf/latin/2008	2008,Algorithms & Theory
471,conf/latin/FederHKNP04	2004,Algorithms & Theory
472,conf/latin/GasarchG92	1992,Algorithms & Theory
473,conf/latin/GasarchG95	1995,Algorithms & Theory
474,conf/latin/Lago92	1992,Algorithms & Theory
475,conf/latin/Lago98	1998,Algorithms & Theory
476,conf/latin/FeliceWL14	2014,Algorithms & Theory
477,conf/latin/LeeW06	2006,Algorithms & Theory
478,conf/latin/LeeW98	1998,Algorithms & Theory
479,conf/latin/AraujoS06	2006,Algorithms & Theory
480,conf/latin/LaberCK04	2004,Algorithms & Theory
481,conf/latin/CarmoDKL02	2002,Algorithms & Theory
482,conf/latin/GomideS98	1998,Algorithms & Theory
483,conf/latin/Kobayashi92	1992,Algorithms & Theory
484,conf/wg/PensoRS09	2009,Algorithms & Theory
485,conf/wg/BentoBMSS13	2013,Algorithms & Theory
486,conf/wg/LinSS07	2007,Algorithms & Theory
487,conf/wg/DouradoPS04	2004,Algorithms & Theory
488,conf/wg/CalinescuFK09	2009,Algorithms & Theory
489,conf/wg/CaceresCDP00	2000,Algorithms & Theory
490,journals/arscom/Szwarcfiter97	1997,Algorithms & Theory
491,journals/arscom/CerioliOS10	2010,Algorithms & Theory
492,journals/arscom/CerioliS06	2006,Algorithms & Theory
493,journals/arscom/CerioliS01	2001,Algorithms & Theory
494,journals/arscom/BonomoDGS06	2006,Algorithms & Theory
495,journals/arscom/LaberC03	2003,Algorithms & Theory
496,journals/arscom/MendoncaXSFF05	2005,Algorithms & Theory
497,journals/arscom/NetoSXSFF02	2002,Algorithms & Theory
498,journals/arscom/NetoCXSFF09	2009,Algorithms & Theory
499,journals/arscom/SilvaD05	2005,Algorithms & Theory
500,journals/arscom/LiveraniMM07	2007,Algorithms & Theory
501,journals/arscom/CamposM08	2008,Algorithms & Theory
502,journals/arscom/CerioliOS10	2010,Algorithms & Theory
503,journals/arscom/CerioliS06	2006,Algorithms & Theory
504,journals/arscom/CerioliS01	2001,Algorithms & Theory
505,journals/ejc/BarbosaCDS12	2012,Algorithms & Theory
506,journals/ejc/BollobasK94	1994,Algorithms & Theory
507,journals/ejc/HoppenKL14	2014,Algorithms & Theory
508,journals/ejc/HoppenKL12	2012,Algorithms & Theory
509,journals/acta/BlazewiczKRS87	1987,Algorithms & Theory
510,journals/acta/Szwarcfiter84	1984,Algorithms & Theory
511,journals/acta/CasanovaB81	1981,Algorithms & Theory
512,journals/acta/CasanovaB80	1980,Algorithms & Theory
513,journals/acta/PernaWSI11	2011,Algorithms & Theory
514,journals/acta/HoareHS93	1993,Algorithms & Theory
515,conf/ciac/Szwarcfiter03a	2003,Algorithms & Theory
516,conf/ciac/Szwarcfiter03b	2003,Algorithms & Theory
517,conf/ciac/Szwarcfiter03	2003,Algorithms & Theory
518,conf/ciac/BermondCY06	2006,Algorithms & Theory
519,journals/siamdm/DouradoPRS10	2010,Algorithms & Theory
520,journals/siamdm/BarbosaCDRS12	2012,Algorithms & Theory
521,journals/siamdm/LinS08	2008,Algorithms & Theory
522,journals/siamdm/SzwarcfiterB94	1994,Algorithms & Theory
523,journals/siamdm/DellamonicaKRR12	2012,Algorithms & Theory
524,journals/siamdm/FederHKM03	2003,Algorithms & Theory
525,journals/siamdm/FariaKS12	2012,Algorithms & Theory
526,journals/siamdm/SalesMR08	2008,Algorithms & Theory
527,journals/siamdm/CarvalhoLM13	2013,Algorithms & Theory
528,journals/siamdm/CurranLY05a	2005,Algorithms & Theory
529,journals/siamdm/CurranLY05	2005,Algorithms & Theory
530,journals/mst/ProttiSS09	2009,Algorithms & Theory
531,journals/mst/BarbosaBF01	2001,Algorithms & Theory
532,journals/mst/BarbosaBF01	2001,Algorithms & Theory
533,journals/mst/BarbosaBF01	2001,Algorithms & Theory
534,journals/siamcomp/ItaiPS82	1982,Algorithms & Theory
535,journals/siamcomp/KohayakawaRT03	2003,Algorithms & Theory
536,journals/siamcomp/LaberMP02	2002,Algorithms & Theory
537,journals/siamcomp/MilidiuL00	2000,Algorithms & Theory
538,journals/siamcomp/EdelsbrunnerGS86	1986,Algorithms & Theory
539,journals/siamcomp/LaberMP02	2002,Algorithms & Theory
540,journals/siamcomp/MilidiuL00	2000,Algorithms & Theory
541,journals/siamcomp/MiyazawaW99	1999,Algorithms & Theory
542,journals/siamcomp/MiyazawaW99	1999,Algorithms & Theory
543,journals/siamcomp/CurranLY06	2006,Algorithms & Theory
544,journals/siamcomp/HaltonT82	1982,Algorithms & Theory
545,journals/algorithmica/JoerisLMSS11	2011,Algorithms & Theory
546,journals/algorithmica/NavarroBBZC00	2000,Algorithms & Theory
547,journals/algorithmica/KohayakawaMRW04	2004,Algorithms & Theory
548,journals/algorithmica/MilidiuL01	2001,Algorithms & Theory
549,journals/algorithmica/CicaleseJLM14	2014,Algorithms & Theory
550,journals/algorithmica/LaberBF11	2011,Algorithms & Theory
551,journals/algorithmica/LaberM11	2011,Algorithms & Theory
552,journals/algorithmica/ChazelleEGSS96	1996,Algorithms & Theory
553,journals/algorithmica/GuibasSS93	1993,Algorithms & Theory
554,journals/algorithmica/MilidiuL01	2001,Algorithms & Theory
555,journals/algorithmica/MiyazawaW97	1997,Algorithms & Theory
556,journals/algorithmica/KohayakawaMRW04	2004,Algorithms & Theory
557,journals/algorithmica/CalinescuFKZ12	2012,Algorithms & Theory
558,journals/algorithmica/CalinescuFKZ03	2003,Algorithms & Theory
559,journals/algorithmica/LaberBF11	2011,Algorithms & Theory
560,journals/algorithmica/MiyazawaW97	1997,Algorithms & Theory
561,journals/algorithmica/KohayakawaMRW04	2004,Algorithms & Theory
562,journals/algorithmica/DehneFCSR02	2002,Algorithms & Theory
563,journals/algorithmica/DehneFCSR02	2002,Algorithms & Theory
564,journals/algorithmica/AlvesCS06	2006,Algorithms & Theory
565,journals/algorithmica/SoaresS09	2009,Algorithms & Theory
566,journals/algorithmica/SoaresS09	2009,Algorithms & Theory
567,conf/soda/LinS06	2006,Algorithms & Theory
568,conf/soda/DellamonicaK06	2006,Algorithms & Theory
569,conf/soda/DellamonicaKRR08	2008,Algorithms & Theory
570,conf/soda/KohayakawaRT02	2002,Algorithms & Theory
571,conf/soda/KohayakawaLR11	2011,Algorithms & Theory
572,conf/soda/HoppenKMS10	2010,Algorithms & Theory
573,conf/soda/CicaleseL06	2006,Algorithms & Theory
574,conf/soda/LaberMP01	2001,Algorithms & Theory
575,conf/soda/EricksonGSZ99	1999,Algorithms & Theory
576,conf/soda/LaberMP01	2001,Algorithms & Theory
577,conf/soda/CalinescuFFK96	1996,Algorithms & Theory
578,conf/soda/Fernandes97	1997,Algorithms & Theory
579,conf/soda/CarvalhoC05	2005,Algorithms & Theory
580,conf/soda/CurranLY03	2003,Algorithms & Theory
581,conf/soda/PinaS00	2000,Algorithms & Theory
582,conf/iwpec/ProttiSS06	2006,Algorithms & Theory
583,conf/tamc/PintoPS09	2009,Algorithms & Theory
584,conf/isaac/LinMS13	2013,Algorithms & Theory
585,conf/isaac/PessoaLS04	2004,Algorithms & Theory
586,conf/isaac/CicaleseJLM10	2010,Algorithms & Theory
587,conf/isaac/BordimCHNO99	1999,Algorithms & Theory
588,conf/isaac/CamposKSS11	2011,Algorithms & Theory
589,conf/swat/LinSS08	2008,Algorithms & Theory
590,conf/swat/Baeza-YatesGZ90	1990,Algorithms & Theory
591,conf/swat/CorreaFW06	2006,Algorithms & Theory
592,conf/swat/CorreaFW06	2006,Algorithms & Theory
593,conf/wea/PintoPS04	2004,Algorithms & Theory
594,conf/wea/BotelhoKZ05	2005,Algorithms & Theory
595,conf/wea/BotelhoKZ05	2005,Algorithms & Theory
596,conf/wea/SouzaLMA04	2004,Algorithms & Theory
597,conf/wea/TozoniRS13	2013,Algorithms & Theory
598,conf/wea/SouzaLMA04	2004,Algorithms & Theory
599,conf/wea/ZambonRS14	2014,Algorithms & Theory
600,conf/wea/AssisS11	2011,Algorithms & Theory
601,conf/wea/CoutoSR08	2008,Algorithms & Theory
602,conf/wea/PereiraMS05	2005,Algorithms & Theory
603,conf/wea/CintraW04	2004,Algorithms & Theory
604,conf/wea/SilvaOM04	2004,Algorithms & Theory
605,conf/wea/SubramanianUO10	2010,Algorithms & Theory
606,conf/wea/SantosOS04	2004,Algorithms & Theory
607,conf/wea/BoyerFNP04	2004,Algorithms & Theory
608,conf/wea/HanashiroMS04	2004,Algorithms & Theory
609,conf/wea/PereiraMS05	2005,Algorithms & Theory
610,conf/wea/TozoniRS13	2013,Algorithms & Theory
611,conf/wea/ZambonRS14	2014,Algorithms & Theory
612,conf/wea/SouzaLMA04	2004,Algorithms & Theory
613,conf/wea/HanashiroMS04	2004,Algorithms & Theory
614,conf/cocoon/LinS06	2006,Algorithms & Theory
615,conf/cocoon/HoshinoS08	2008,Algorithms & Theory
616,conf/cocoon/CampeloHSW13	2013,Algorithms & Theory
617,conf/cocoon/CalinescuF96	1996,Algorithms & Theory
618,conf/cocoon/XavierM06	2006,Algorithms & Theory
619,conf/cocoon/MartinezPS05	2005,Algorithms & Theory
620,conf/cocoon/Ben-AmeurMN13	2013,Algorithms & Theory
621,journals/ngc/SousaTTF06	2006,Algorithms & Theory
622,journals/tr/MatosMMKT12	2012,Algorithms & Theory
623,journals/tr/CostaPV10	2010,Algorithms & Theory
624,journals/tr/CostaSPV07	2007,Algorithms & Theory
625,journals/tr/CostaPV10	2010,Algorithms & Theory
626,journals/tr/MatiasBTF10	2010,Algorithms & Theory
627,journals/tr/MatiasBTF10	2010,Algorithms & Theory
628,conf/imcsit/BinottoFPSL08	2008,Algorithms & Theory
629,conf/imcsit/FreitasWPL08	2008,Algorithms & Theory
630,conf/imcsit/FreitasHFWPL09	2009,Algorithms & Theory
631,conf/imcsit/FreitasHFWPL09	2009,Algorithms & Theory
632,conf/gg/Furtado78	1978,Algorithms & Theory
633,conf/gg/FurtadoV82	1982,Algorithms & Theory
634,conf/gg/2006	2006,Algorithms & Theory
635,conf/gg/CorradiniDFR04	2004,Algorithms & Theory
636,conf/gg/MontanariR02	2002,Algorithms & Theory
637,conf/gg/EhrigHKLRWC97	1997,Algorithms & Theory
638,conf/gg/FerreiraR04	2004,Algorithms & Theory
639,conf/gg/FurtadoV82	1982,Algorithms & Theory
640,conf/gg/CorradiniDFR04	2004,Algorithms & Theory
641,conf/gg/MendizabalD06	2006,Algorithms & Theory
642,conf/gg/ReisRASN02	2002,Algorithms & Theory
643,journals/logcom/BordiniFWV09	2009,Algorithms & Theory
644,journals/logcom/OkuyamaBC13	2013,Algorithms & Theory
645,journals/logcom/FingerW04	2004,Algorithms & Theory
646,journals/logcom/Finger00	2000,Algorithms & Theory
647,journals/logcom/Finger10	2010,Algorithms & Theory
648,journals/logcom/FingerW07	2007,Algorithms & Theory
649,journals/logcom/OkuyamaBC13	2013,Algorithms & Theory
650,journals/logcom/FingerW04	2004,Algorithms & Theory
651,journals/logcom/FingerW07	2007,Algorithms & Theory
652,journals/logcom/RibeiroW09	2009,Algorithms & Theory
653,journals/logcom/BenevidesS14	2014,Algorithms & Theory
654,journals/logcom/BenevidesM92	1992,Algorithms & Theory
655,journals/logcom/CastilhoGH99	1999,Algorithms & Theory
656,conf/cpm/NavarroKRZ97	1997,Algorithms & Theory
657,conf/cpm/CicaleseLWY12	2012,Algorithms & Theory
658,conf/cpm/LouzaTC13	2013,Algorithms & Theory
659,conf/cpm/MyersOG98	1998,Algorithms & Theory
660,conf/cpm/LouzaTC13	2013,Algorithms & Theory
661,conf/wads/BotelhoPZ07	2007,Algorithms & Theory
662,conf/wads/CicaleseJLV11	2011,Algorithms & Theory
663,journals/nc/VieiraB11	2011,Algorithms & Theory
664,journals/nc/CarneiroO13	2013,Algorithms & Theory
665,conf/asmta/LeaoB09	2009,Algorithms & Theory
666,conf/asmta/FernandesVW08	2008,Algorithms & Theory
667,conf/mfcs/LeaoB06	2006,Algorithms & Theory
668,conf/mfcs/BouchouDALM04	2004,Algorithms & Theory
669,journals/jco/BarbosaC04	2004,Algorithms & Theory
670,journals/jco/BarbosaAN04	2004,Algorithms & Theory
671,journals/jco/ZamprognoA07	2007,Algorithms & Theory
672,conf/ictac/BorbaTG10	2010,Algorithms & Theory
673,conf/ictac/NogueiraSM08	2008,Algorithms & Theory
674,conf/ictac/SherifHCS04	2004,Algorithms & Theory
675,conf/ictac/NogueiraSM08	2008,Algorithms & Theory
676,conf/ictac/2010	2010,Algorithms & Theory
677,conf/ictac/DeharbeFRR06	2006,Algorithms & Theory
678,conf/ictac/BorbaTG10	2010,Algorithms & Theory
679,conf/ictac/ChabinAMR10	2010,Algorithms & Theory
680,conf/ictac/RebihaMM08	2008,Algorithms & Theory
681,journals/fuin/MaidaWC91	1991,Algorithms & Theory
682,journals/fuin/BarreraH01	2001,Algorithms & Theory
683,journals/fuin/BarreraTHH00	2000,Algorithms & Theory
684,journals/fuin/OnoKQ11	2011,Algorithms & Theory
685,journals/fuin/AlvesOQ11	2011,Algorithms & Theory
686,journals/fuin/Bedregal07	2007,Algorithms & Theory
687,journals/fuin/BarreraH01	2001,Algorithms & Theory
688,journals/fuin/BarreraTHH00	2000,Algorithms & Theory
689,journals/fuin/SaitoMPDN13	2013,Algorithms & Theory
690,journals/fuin/CastilhoCGH97	1997,Algorithms & Theory
691,journals/fuin/SantanaSGNS11	2011,Algorithms & Theory
692,journals/fuin/BarreraTHH00	2000,Algorithms & Theory
693,journals/jct/GerkeKRS07	2007,Algorithms & Theory
694,journals/jct/KohayakawaL95	1995,Algorithms & Theory
695,journals/jct/HaxellKL95	1995,Algorithms & Theory
696,journals/jct/HoppenKMRS13	2013,Algorithms & Theory
697,journals/jct/HaxellK96	1996,Algorithms & Theory
698,journals/jct/KohayakawaRS02	2002,Algorithms & Theory
699,journals/jct/KohayakawaNRS10	2010,Algorithms & Theory
700,journals/jct/KohayakawaRSSS07	2007,Algorithms & Theory
701,journals/jct/KohayakawaK02	2002,Algorithms & Theory
702,journals/jct/GurgelW86	1986,Algorithms & Theory
703,journals/jct/FernandesGM04	2004,Algorithms & Theory
704,journals/jct/SalesM98	1998,Algorithms & Theory
705,journals/jct/CarvalhoLM04	2004,Algorithms & Theory
706,journals/jct/CarvalhoLM12	2012,Algorithms & Theory
707,journals/jct/CarvalhoL96	1996,Algorithms & Theory
708,journals/jct/CarvalhoLM02b	2002,Algorithms & Theory
709,journals/jct/CarvalhoLM02	2002,Algorithms & Theory
710,journals/jct/CarvalhoLM02a	2002,Algorithms & Theory
711,journals/jct/KawarabayashiLRW08	2008,Algorithms & Theory
712,journals/jct/KawarabayashiRL09	2009,Algorithms & Theory
713,journals/jct/KawarabayashiLR14	2014,Algorithms & Theory
714,journals/jct/PinaS03	2003,Algorithms & Theory
715,journals/jct/FernandesGM04	2004,Algorithms & Theory
716,journals/rsa/KohayakawaKO00	2000,Algorithms & Theory
717,journals/rsa/BrightwellK93	1993,Algorithms & Theory
718,journals/rsa/BottcherKP12	2012,Algorithms & Theory
719,journals/rsa/KohayakawaK97	1997,Algorithms & Theory
720,journals/rsa/BollobasKL92	1992,Algorithms & Theory
721,journals/rsa/HaxellK95	1995,Algorithms & Theory
722,journals/rsa/BollobasKL95	1995,Algorithms & Theory
723,journals/rsa/KohayakawaR03	2003,Algorithms & Theory
724,journals/rsa/BollobasKL94	1994,Algorithms & Theory
725,journals/rsa/KohayakawaSS14	2014,Algorithms & Theory
726,journals/cpc/KohayakawaNR03	2003,Algorithms & Theory
727,journals/cpc/FriedgutKRRT03	2003,Algorithms & Theory
728,journals/cpc/FerraraKR05	2005,Algorithms & Theory
729,journals/cpc/HoppenKL12	2012,Algorithms & Theory
730,journals/cpc/KohayakawaRS04	2004,Algorithms & Theory
731,journals/cpc/BollobasBKLS03	2003,Algorithms & Theory
732,journals/cpc/AlonKMMR06	2006,Algorithms & Theory
733,journals/cpc/BottcherKT13	2013,Algorithms & Theory
734,journals/cpc/HaxellKL95	1995,Algorithms & Theory
735,journals/cpc/LeeW02	2002,Algorithms & Theory
736,journals/cpc/LeeW02	2002,Algorithms & Theory
737,conf/icalp/KohayakawaNR02	2002,Algorithms & Theory
738,conf/icalp/JacobsCLM10	2010,Algorithms & Theory
739,conf/icalp/CicaleseL08	2008,Algorithms & Theory
740,conf/icalp/LaberM08	2008,Algorithms & Theory
741,conf/icalp/CaceresDFFRRSS97	1997,Algorithms & Theory
742,conf/icalp/CaceresDFFRRSS97	1997,Algorithms & Theory
743,journals/jal/FigueiredoKKR00	2000,Algorithms & Theory
744,journals/jal/MilidiuLP99	1999,Algorithms & Theory
745,journals/jal/MilidiuLP99	1999,Algorithms & Theory
746,journals/jal/FigueiredoKKR00	2000,Algorithms & Theory
747,journals/jal/CalinescuFR03	2003,Algorithms & Theory
748,journals/jal/CalinescuFFK98	1998,Algorithms & Theory
749,journals/jal/Fernandes98	1998,Algorithms & Theory
750,journals/jal/Bedregal07	2007,Algorithms & Theory
751,journals/jal/LuzAM07	2007,Algorithms & Theory
752,journals/jal/Braga07	2007,Algorithms & Theory
753,journals/jal/PolicastroRZP09	2009,Algorithms & Theory
754,conf/random/AlonCKRRS01	2001,Algorithms & Theory
755,conf/random/RodriguesSW01	2001,Algorithms & Theory
756,conf/focs/AlonCKRRS00	2000,Algorithms & Theory
757,conf/focs/GuibasRS83	1983,Algorithms & Theory
758,journals/combinatorics/DellamonicaK08	2008,Algorithms & Theory
759,journals/combinatorics/DellamonicaKMS08	2008,Algorithms & Theory
760,journals/combinatorics/DonadelliK02	2002,Algorithms & Theory
761,journals/combinatorics/CarvalhoL14	2014,Algorithms & Theory
762,journals/combinatorics/CarvalhoL08a	2008,Algorithms & Theory
763,journals/combinatorics/CarvalhoL08	2008,Algorithms & Theory
764,journals/combinatorics/CarvalhoL14a	2014,Algorithms & Theory
765,journals/talg/CarmoFKLMOPT07	2007,Algorithms & Theory
766,journals/talg/LaberM11	2011,Algorithms & Theory
767,journals/talg/CarmoFKLMOPT07	2007,Algorithms & Theory
768,journals/talg/CarvalhoC05	2005,Algorithms & Theory
769,journals/talg/CarmoFKLMOPT07	2007,Algorithms & Theory
770,journals/jikm/HruschkaHCE06	2006,Algorithms & Theory
771,journals/jikm/CabralRN14	2014,Algorithms & Theory
772,journals/jmm/MoraesSPCP13	2013,Algorithms & Theory
773,journals/jmm/MoraesSPCP13	2013,Algorithms & Theory
774,journals/tit/MilidiuPL01	2001,Algorithms & Theory
775,journals/tit/MilidiuPL01	2001,Algorithms & Theory
776,conf/stacs/Laber04	2004,Algorithms & Theory
777,conf/stacs/FernandesN01	2001,Algorithms & Theory
778,conf/approx/MilidiuPL02	2002,Algorithms & Theory
779,conf/approx/MilidiuPL02	2002,Algorithms & Theory
780,conf/approx/FernandesMMP12	2012,Algorithms & Theory
781,conf/approx/FernandesMMP12	2012,Algorithms & Theory
782,conf/alenex/PessoaLS04	2004,Algorithms & Theory
783,conf/alenex/MilidiuPL99	1999,Algorithms & Theory
784,conf/alenex/MilidiuPL99	1999,Algorithms & Theory
785,conf/alenex/ApplegateBDJS03	2003,Algorithms & Theory
786,conf/gtitc/Laber06	2006,Algorithms & Theory
787,conf/stoc/CicaleseL05	2005,Algorithms & Theory
788,conf/stoc/GuibasS83	1983,Algorithms & Theory
789,conf/stoc/FederHKM99	1999,Algorithms & Theory
790,conf/waw/MouraoRMAM09	2009,Algorithms & Theory
791,conf/waw/AvrachenkovGS13	2013,Algorithms & Theory
792,journals/ol/SantosCM13	2013,Algorithms & Theory
793,journals/ol/GoncalvesMOS12	2012,Algorithms & Theory
794,journals/ol/SubramanianUPO13	2013,Algorithms & Theory
795,journals/ol/BirginFFMOR14	2014,Algorithms & Theory
796,journals/ol/SantosCM13	2013,Algorithms & Theory
797,journals/ol/BuriolHPQRR10	2010,Algorithms & Theory
798,journals/ol/Amaral13	2013,Algorithms & Theory
799,journals/ol/Amaral09	2009,Algorithms & Theory
800,journals/ol/BirginFFMOR14	2014,Algorithms & Theory
801,journals/ol/GoncalvesMOS12	2012,Algorithms & Theory
802,journals/ec/MartinsCWTMN14	2014,Algorithms & Theory
803,conf/compgeom/SnoeyinkS93	1993,Algorithms & Theory
804,conf/compgeom/Stolfi87	1987,Algorithms & Theory
805,conf/compgeom/AndradeS98	1998,Algorithms & Theory
806,conf/compgeom/SalesinSG89	1989,Algorithms & Theory
807,conf/compgeom/BorrmannRSFFKNST13	2013,Algorithms & Theory
808,conf/compgeom/CoutoRS09	2009,Algorithms & Theory
809,conf/compgeom/BorrmannRSFFKNST13	2013,Algorithms & Theory
810,conf/compgeom/ChandraDNS92	1992,Algorithms & Theory
811,conf/cccg/MalheiroS10	2010,Algorithms & Theory
812,conf/cccg/CrepaldiRS13	2013,Algorithms & Theory
813,conf/cccg/OlivieraGE98	1998,Algorithms & Theory
814,conf/cccg/FilhoR11	2011,Algorithms & Theory
815,conf/cccg/CrepaldiRS13	2013,Algorithms & Theory
816,conf/sigal/GuibasSS90	1990,Algorithms & Theory
817,conf/sigal/GuibasSS90	1990,Algorithms & Theory
818,journals/na/FigueiredoS04	2004,Algorithms & Theory
819,journals/na/ReiserDC04	2004,Algorithms & Theory
820,journals/na/AguiarDC04	2004,Algorithms & Theory
821,journals/na/FampaM04	2004,Algorithms & Theory
822,journals/ijcga/AndradeS01	2001,Algorithms & Theory
823,journals/ijcga/MenesesS00	2000,Algorithms & Theory
824,journals/ijcga/ChandraDNS95	1995,Algorithms & Theory
