Name	Link	NPubs_list	NCits_list	ShortName
The Journal of Sustainable Product Design	/Journal/13943/the-journal-of-sustainable-product-design	52	169	
Journal Des Economistes Et Des Etudes Humaines	/Journal/20058/journal-des-economistes-et-des-etudes-humaines	200	168	
Eastern European Economics	/Journal/4683/east-eur-econ-eastern-european-economics	125	168	EAST EUR ECON
Forum for Social Economics	/Journal/13695/forum-for-social-economics	518	167	
Journal of Promotion Management	/Journal/15791/journal-of-promotion-management	374	167	
Studies in Economics and Finance	/Journal/16999/studies-in-economics-and-finance	293	167	
Enterprise and Innovation Management Studies	/Journal/16219/enterprise-and-innovation-management-studies	30	167	
Design Management Review	/Journal/17557/design-management-review	277	166	
Place Branding and Public Diplomacy	/Journal/15629/place-branding-and-public-diplomacy	92	166	
European Journal of Economic and Social Systems	/Journal/15435/european-journal-of-economic-and-social-systems	43	166	
Transition Studies Review	/Journal/13519/transition-studies-review	353	165	
Recherches Economiques De Louvain-louvain Economic Review	/Journal/5006/rech-econ-louvain-recherches-economiques-de-louvain-louvain-economic-review	166	164	RECH ECON LOUVAIN
Journal of Hospitality and Tourism Management	/Journal/18811/journal-of-hospitality-and-tourism-management	68	164	
International Journal of Technology Transfer and Commercialisation	/Journal/18902/international-journal-of-technology-transfer-and-commercialisation	202	163	
Journal of Modelling in Management	/Journal/17002/journal-of-modelling-in-management	92	163	
Geneva Risk and Insurance Review	/Journal/4756/geneva-risk-insur-rev-geneva-risk-and-insurance-review	57	163	GENEVA RISK INSUR REV
Scandinavian Journal of Management Studies	/Journal/14669/scandinavian-journal-of-management-studies	44	162	
South Asia Economic Journal	/Journal/18144/s-asia-econ-j-south-asia-economic-journal	199	161	S Asia Econ J
International Journal of Internet Marketing and Advertising	/Journal/18913/int-j-internet-market-advert-international-journal-of-internet-marketing-and-advertising	98	159	Int J Internet Market Advert
Technological Forecasting	/Journal/14671/technological-forecasting	54	159	
International Journal of Power and Energy Systems	/Journal/18160/international-journal-of-power-and-energy-systems	212	158	
International Journal of Sport Management and Marketing	/Journal/18934/int-j-sport-manag-market-international-journal-of-sport-management-and-marketing	163	158	Int J Sport Manag Market
Canadian Journal of Administrative Sciences-revue Canadienne Des Sciences De L Administration	/Journal/4662/can-j-adm-sci-canadian-journal-of-administrative-sciences-revue-canadienne-des-sciences-de-l	129	157	CAN J ADM SCI
Nber/innovation Policy and The Economy	/Journal/17945/nber-innovation-policy-and-the-economy	5	157	
Bulletin of The Oxford University Institute of Economics & Statistics	/Journal/17232/bull-oxf-univ-inst-econ-stat-bulletin-of-the-oxford-university-institute-of-economics-&-statistics	894	156	Bull Oxf Univ Inst Econ Stat
Journal of Relationship Marketing	/Journal/15851/journal-of-relationship-marketing	182	156	
Journal of Income Distribution	/Journal/14323/journal-of-income-distribution	47	156	
Review of Middle East Economics and Finance	/Journal/20004/rev-middle-east-econ-finance-review-of-middle-east-economics-and-finance	104	155	Rev Middle East Econ Finance
Resource Recovery and Conservation	/Journal/14224/resource-recovery-and-conservation	162	154	
International Journal of Managerial Finance	/Journal/16976/international-journal-of-managerial-finance	120	152	
International Journal of Tourism Management	/Journal/14668/international-journal-of-tourism-management	76	152	
Aimr Conference Proceedings	/Journal/20202/aimr-conference-proceedings	555	151	
Journal of Quality Assurance in Hospitality & Tourism	/Journal/15937/journal-of-quality-assurance-in-hospitality-&-tourism	218	151	
Handbook of Development Economics	/Journal/14595/handbook-of-development-economics	119	150	
Journal of Developmental Entrepreneurship	/Journal/17681/j-dev-enterpren-journal-of-developmental-entrepreneurship	97	150	J Dev Enterpren
Journal of Service Management	/Journal/4931/j-serv-manage-journal-of-service-management	94	150	J SERV MANAGE
Journal of Internet Commerce	/Journal/15829/journal-of-internet-commerce	240	149	
Advances in International Accounting	/Journal/14602/advances-in-international-accounting	71	149	
Journal of Business & Finance Librarianship	/Journal/15808/journal-of-business-&-finance-librarianship	429	148	
Institute of Development Studies Bulletin	/Journal/17244/institute-of-development-studies-bulletin	185	148	
Wilmott	/Journal/13331/wilmott	169	147	
Qualitative Research in Organizations and Management: An International Journal	/Journal/17001/qualitative-research-in-organizations-and-management-an-international-journal	79	147	
Journal of Food Products Marketing	/Journal/15782/journal-of-food-products-marketing	415	146	
Global Business Review	/Journal/18136/global-bus-rev-global-business-review	356	146	Global Bus Rev
Accounting and The Public Interest	/Journal/20145/accounting-and-the-public-interest	46	146	
Humanomics	/Journal/16994/humanomics	317	144	
Chinese Economy	/Journal/20394/chin-econ-chinese-economy	144	143	Chin Econ
Journal of Emerging Technologies in Accounting	/Journal/20148/j-emerg-tech-account-journal-of-emerging-technologies-in-accounting	47	141	J Emerg Tech Account
International Game Theory Review	/Journal/17665/igtr-international-game-theory-review	126	140	IGTR
Journal of Development Effectiveness	/Journal/16583/journal-of-development-effectiveness	109	139	
International Journal of Central Banking	/Journal/4783/int-j-cent-bank-international-journal-of-central-banking	56	139	INT J CENT BANK
Development and Learning in Organizations	/Journal/16929/development-and-learning-in-organizations	274	135	
Journal of International Food & Agribusiness Marketing	/Journal/15787/journal-of-international-food-&-agribusiness-marketing	467	134	
Acta Oeconomica	/Journal/4605/acta-oecon-acta-oeconomica	173	134	ACTA OECON
Handbook of Business Strategy	/Journal/17003/handbook-of-business-strategy	250	131	
International Journal of Culture, Tourism and Hospitality Research	/Journal/17051/international-journal-of-culture-tourism-and-hospitality-research	146	130	
Gender in Management: An International Journal	/Journal/16927/gender-in-management-an-international-journal	150	128	
Journal of Political Marketing	/Journal/15835/journal-of-political-marketing	245	127	
Organization Management Journal	/Journal/15631/organization-management-journal	228	127	
Journal of Quantitative Analysis in Sports	/Journal/20032/j-quant-anal-sports-journal-of-quantitative-analysis-in-sports	150	127	J Quant Anal Sports
Participation and Empowerment: An International Journal	/Journal/17011/participation-and-empowerment-an-international-journal	16	126	
International Journal of Services and Operations Management	/Journal/18928/int-j-serv-oper-manag-international-journal-of-services-and-operations-management	175	125	Int J Serv Oper Manag
International Journal of Technological Learning, Innovation and Development	/Journal/19017/int-j-technol-learn-innovat-dev-international-journal-of-technological-learning-innovation-and	169	125	Int J Technol Learn Innovat Dev
South African Journal of International Affairs	/Journal/16600/south-african-journal-of-international-affairs	395	123	
Revista De Economia E Sociologia Rural	/Journal/19348/rev-econ-e-soc-rural-revista-de-economia-e-sociologia-rural	209	121	Rev Econ e Soc Rural
International Journal of Disclosure and Governance	/Journal/15616/international-journal-of-disclosure-and-governance	182	120	
European Journal of International Management	/Journal/4732/eur-j-int-manag-european-journal-of-international-management	113	119	EUR J INT MANAG
International Journal of Advertising	/Journal/4782/int-j-advert-international-journal-of-advertising	112	119	INT J ADVERT
Leadership in Action	/Journal/13214/leadership-in-action	487	118	
Intelligent Transport Systems	/Journal/15427/iee-proceedings-intelligent-transport-systems	28	116	Iee Proceedings
Strategic Outsourcing: An International Journal	/Journal/17083/strategic-outsourcing-an-international-journal	60	115	
Aquatic Resources, Culture and Development	/Journal/15714/aquatic-resources-culture-and-development	12	114	
Research in Accounting Regulation	/Journal/14897/research-in-accounting-regulation	155	112	
Data Processing	/Journal/14213/data-processing	645	111	
Asian Journal of Technology Innovation	/Journal/4634/asian-j-technol-innov-asian-journal-of-technology-innovation	142	111	ASIAN J TECHNOL INNOV
Journal of African Business	/Journal/15824/journal-of-african-business	192	110	
The International Journal of Digital Accounting Research	/Journal/21783/ijdar-the-international-journal-of-digital-accounting-research	62	110	IJDAR
Chinese Management Studies	/Journal/17056/chinese-management-studies	110	109	
Topics in Theoretical Economics	/Journal/20026/top-theor-econ-topics-in-theoretical-economics	45	109	Top Theor Econ
Review of Marketing Science	/Journal/20035/rev-market-sci-review-of-marketing-science	33	109	Rev Market Sci
New Labor Forum	/Journal/15877/new-labor-forum	604	107	
Singapore Economic Review	/Journal/5045/singap-econ-rev-singapore-economic-review	123	107	SINGAP ECON REV
Cliometrica	/Journal/12142/cliometrica	67	107	
International Journal of Business Governance and Ethics	/Journal/18908/int-j-bus-govern-ethics-international-journal-of-business-governance-and-ethics	99	106	Int J Bus Govern Ethics
International Journal of Accounting, Auditing and Performance Evaluation	/Journal/18907/int-j-account-audit-perform-eval-international-journal-of-accounting-auditing-and-performance	110	105	Int J Account Audit Perform Eval
Journal of East-west Business	/Journal/15803/journal-of-east-west-business	280	103	
International Journal of Energy Sector Management	/Journal/17055/international-journal-of-energy-sector-management	132	103	
International Journal of Globalisation and Small Business	/Journal/18912/international-journal-of-globalisation-and-small-business	76	101	
Handbook of Health Economics	/Journal/14606/handbook-of-health-economics	47	101	
Canadian Accounting Perspectives	/Journal/19139/can-account-perspect-canadian-accounting-perspectives	60	100	Can Account Perspect
Journal of Contemporary Accounting & Economics	/Journal/14970/journal-of-contemporary-accounting-&-economics	51	100	
Pricing Strategy and Practice	/Journal/17029/pricing-strategy-and-practice	16	99	
International Journal of Technology Intelligence and Planning	/Journal/18930/int-j-tech-intell-plann-international-journal-of-technology-intelligence-and-planning	115	97	Int J Tech Intell Plann
Studies in Regional Science	/Journal/20191/stud-reg-sci-studies-in-regional-science	405	96	Stud Reg Sci
Performance & Instruction Journal	/Journal/13332/performance-&-instruction-journal	353	96	
Economic Outlook	/Journal/17294/econ-outlook-economic-outlook	333	96	Econ Outlook
Business Strategy Series	/Journal/17005/business-strategy-series	230	96	
Balance Sheet	/Journal/17027/balance-sheet	168	96	
International Journal of Electronic Finance	/Journal/18956/international-journal-of-electronic-finance	81	96	
Journal of Direct, Data and Digital Marketing Practice	/Journal/15621/journal-of-direct-data-and-digital-marketing-practice	183	95	
International Journal of Strategic Communication	/Journal/16444/international-journal-of-strategic-communication	95	95	
Journal of Enterprising Communities: People and Places in The Global Economy	/Journal/17052/journal-of-enterprising-communities-people-and-places-in-the-global-economy	112	94	
The Acquisitions Librarian	/Journal/18566/acquisit-libr-the-acquisitions-librarian	409	93	Acquisit Libr
Basic Income Studies	/Journal/20053/basic-income-stud-basic-income-studies	88	93	Basic Income Stud
Handbook of Macroeconomics	/Journal/14604/handbook-of-macroeconomics	44	92	
Revue Internationale Du Travail	/Journal/17512/revue-internationale-du-travail	171	91	
Society and Business Review	/Journal/16983/society-and-business-review	110	91	
The Journal of Trading	/Journal/21146/the-journal-of-trading	171	90	
International Journal of Learning and Change	/Journal/18954/int-j-learn-change-international-journal-of-learning-and-change	90	90	Int J Learn Change
Journal of Industrial and Management Optimization	/Journal/4882/j-ind-manag-optim-journal-of-industrial-and-management-optimization	104	89	J IND MANAG OPTIM
Annual Review of Resource Economics	/Journal/4622/annu-rev-resour-econ-annual-review-of-resource-economics	64	89	ANNU REV RESOUR ECON
Strategic Hr Review	/Journal/17071/strategic-hr-review	388	88	
Russian Economic Trends	/Journal/17228/russ-econ-trends-russian-economic-trends	73	88	Russ Econ Trends
Library Consortium Management: An International Journal	/Journal/16953/library-consortium-management-an-international-journal	25	88	
Cfa Institute Conference Proceedings Quarterly	/Journal/20204/cfa-institute-conference-proceedings-quarterly	163	85	
Performance Improvement Quarterly	/Journal/13340/performance-improvement-quarterly	147	85	
Asia-pacific Journal of Accounting & Economics	/Journal/4636/asia-pac-j-account-econ-asia-pacific-journal-of-accounting-&-economics	180	84	ASIA-PAC J ACCOUNT ECON
Journal of Intervention and Statebuilding	/Journal/16416/journal-of-intervention-and-statebuilding	103	84	
Business & Information Systems Engineering	/Journal/4659/bus-inf-syst-eng-business-&-information-systems-engineering	136	83	BUS INF SYST ENG
Review of Pacific Basin Financial Markets and Policies	/Journal/17668/rpbfmp-review-of-pacific-basin-financial-markets-and-policies	100	83	RPBFMP
Briefings in Real Estate Finance	/Journal/13281/briefings-in-real-estate-finance	132	82	
Review of Managerial Science	/Journal/13647/review-of-managerial-science	76	82	
Operations Management Research	/Journal/13738/operations-management-research	56	82	
Journal of Consumer Health on The Internet	/Journal/15867/journal-of-consumer-health-on-the-internet	375	81	
Waste and Resource Management	/Journal/19449/proceedings-of-the-ice-waste-and-resource-management	100	81	Proceedings of The Ice
International Journal of Organization Theory and Behavior	/Journal/16634/international-journal-of-organization-theory-and-behavior	40	79	
Frontiers in Macroeconomics	/Journal/20021/frontiers-in-macroeconomics	2	79	
Supervisie En Coaching	/Journal/13971/supervisie-en-coaching	357	78	
Journal of Asia-pacific Business	/Journal/15804/journal-of-asia-pacific-business	246	78	
International Journal of Productivity and Quality Management	/Journal/18946/int-j-prod-qual-manag-international-journal-of-productivity-and-quality-management	123	77	Int J Prod Qual Manag
Verslas: Teorija Ir Praktika	/Journal/21085/verslas-teorija-ir-praktika	78	75	
International Journal of Revenue Management	/Journal/18979/international-journal-of-revenue-management	71	75	
Journal of Family Business Strategy	/Journal/14976/journal-of-family-business-strategy	44	75	
Tsg	/Journal/13973/tsg	1005	74	
Pensions: An International Journal	/Journal/15624/pensions-an-international-journal	168	74	
Asta Wirtschafts- Und Sozialstatistisches Archiv	/Journal/13663/asta-wirtschafts-und-sozialstatistisches-archiv	108	73	
International Journal of Innovation and Technology Management	/Journal/17670/int-j-innovat-tech-manag-international-journal-of-innovation-and-technology-management	89	73	Int J Innovat Tech Manag
International Review of Environmental and Resource Economics	/Journal/19293/international-review-of-environmental-and-resource-economics	26	73	
International Journal of Services Operations and Informatics	/Journal/18972/int-j-serv-oper-informat-international-journal-of-services-operations-and-informatics	94	72	Int J Serv Oper Informat
International Journal of Development Issues	/Journal/17070/int-j-dev-issues-international-journal-of-development-issues	95	71	Int J Dev Issues
Hepac Health Economics in Prevention and Care	/Journal/13880/hepac-health-economics-in-prevention-and-care	175	67	
International Journal of Applied Quality Management	/Journal/14344/international-journal-of-applied-quality-management	16	67	
Ethnographic Praxis in Industry Conference Proceedings	/Journal/17529/ethnographic-praxis-in-industry-conference-proceedings	121	66	
Journal of Investment Compliance	/Journal/16972/journal-of-investment-compliance	443	65	
Southern Economic Journal	/Journal/5049/southern-econ-j-southern-economic-journal	18	65	SOUTHERN ECON J
Cfa Digest	/Journal/20203/cfa-digest	1764	64	
Journal of Place Management and Development	/Journal/17081/journal-of-place-management-and-development	73	64	
International Journal of Accounting and Information Management	/Journal/17072/international-journal-of-accounting-and-information-management	56	63	
Citizenship, Social and Economics Education	/Journal/20143/citizenship-social-and-economics-education	125	62	
Card Technology Today	/Journal/14300/card-technology-today	320	61	
Economia Aplicada	/Journal/19359/economia-aplicada	125	61	
Journal of Enterprising Culture	/Journal/17672/journal-of-enterprising-culture	80	61	
International Journal of Shipping and Transport Logistics	/Journal/19084/international-journal-of-shipping-and-transport-logistics	41	61	
World Review of Entrepreneurship, Management and Sustainable Development	/Journal/18942/world-rev-enterpren-manag-sustain-dev-world-review-of-entrepreneurship-management-and	116	60	World Rev Enterpren Manag Sustain Dev
Public Transport	/Journal/13812/public-transport	37	60	
Handbook of Income Distribution	/Journal/14605/handbook-of-income-distribution	20	60	
Journal of Proceedings of The Agricultural Economics Society	/Journal/17267/journal-of-proceedings-of-the-agricultural-economics-society	170	59	
Journal of Business Market Management	/Journal/13651/journal-of-business-market-management	52	59	
Studies on Russian Economic Development	/Journal/17617/stud-russ-econ-dev-studies-on-russian-economic-development	408	58	Stud Russ Econ Dev
Era Forum	/Journal/13646/era-forum	525	57	
Journal of Digital Asset Management	/Journal/15613/journal-of-digital-asset-management	251	57	
Handbook of Public Economics	/Journal/14590/handbook-of-public-economics	50	57	
Tijdschrift Voor Communicatiewetenschappen	/Journal/18593/tijdschrift-voor-communicatiewetenschappen	390	56	
The Antidote	/Journal/16899/the-antidote	381	56	
Society and Economy	/Journal/19244/soc-econ-society-and-economy	174	56	Soc Econ
Journal of Economic Issues	/Journal/4856/j-econ-issue-journal-of-economic-issues	106	56	J ECON ISSUE
Journal of Transportation Security	/Journal/13723/journal-of-transportation-security	79	56	
International Journal of Procurement Management	/Journal/19018/international-journal-of-procurement-management	73	56	
Frontiers of Economics in China	/Journal/13550/frontiers-of-economics-in-china	187	55	
Management Research	/Journal/17004/management-research	124	55	
International Journal of Value Chain Management	/Journal/18952/int-j-value-chain-manag-international-journal-of-value-chain-management	92	55	Int J Value Chain Manag
Small Business and Enterprise Development	/Journal/13236/small-business-and-enterprise-development	49	55	
Applied Economics Quarterly	/Journal/20987/appl-econ-q-applied-economics-quarterly	39	55	Appl Econ Q
International Review on Public and Nonprofit Marketing	/Journal/13766/international-review-on-public-and-nonprofit-marketing	149	54	
Journal of Advances in Management Research	/Journal/17107/journal-of-advances-in-management-research	112	54	
International Journal of Political Economy	/Journal/20399/international-journal-of-political-economy	89	54	
Controlling & Management	/Journal/13801/controlling-&-management	384	53	
Latin American Business Review	/Journal/15818/latin-american-business-review	211	53	
Journal of Financial Management of Property and Construction	/Journal/17091/journal-of-financial-management-of-property-and-construction	105	53	
International Journal of Knowledge Management Studies	/Journal/18982/int-j-knowl-manag-stud-international-journal-of-knowledge-management-studies	80	53	Int J Knowl Manag Stud
Alternatives To The High Cost of Litigation	/Journal/13183/alternatives-to-the-high-cost-of-litigation	711	52	
Finance & Bien Commun	/Journal/21150/finance-&-bien-commun	228	52	
Journal of Individual Employment Rights	/Journal/19949/j-indiv-employ-right-journal-of-individual-employment-rights	278	51	J Indiv Employ Right
Engineering and Process Economics	/Journal/14666/engineering-and-process-economics	194	51	
Advances in Strategic Management -a Research Annual	/Journal/4610/adv-strat-m-advances-in-strategic-management-a-research-annual	120	51	ADV STRAT M
Asia-pacific Journal of Risk and Insurance	/Journal/20057/asia-pac-j-risk-insur-asia-pacific-journal-of-risk-and-insurance	85	51	Asia Pac J Risk Insur
Nova Economia	/Journal/19365/nova-econ-nova-economia	72	51	Nova Econ
International Journal of Innovation and Regional Development	/Journal/19029/int-j-innovat-reg-dev-international-journal-of-innovation-and-regional-development	41	51	Int J Innovat Reg Dev
The Review of International Affairs	/Journal/16041/the-review-of-international-affairs	39	51	
Economic Bulletin	/Journal/13979/economic-bulletin	528	50	
Journal of Applied Accounting Research	/Journal/17089/j-appl-account-res-journal-of-applied-accounting-research	113	50	J Appl Account Res
Business Change and Re-engineering	/Journal/13228/business-change-and-re-engineering	44	50	
Creative Industries Journal	/Journal/18857/creativ-indust-j-creative-industries-journal	40	50	Creativ Indust J
India Quarterly: A Journal of International Affairs	/Journal/18237/india-quarterly-a-journal-of-international-affairs	2615	49	
Journal of Leadership Studies	/Journal/13321/journal-of-leadership-studies	131	49	
International Journal of Business and Systems Research	/Journal/19015/int-j-bus-syst-res-international-journal-of-business-and-systems-research	105	49	Int J Bus Syst Res
Series	/Journal/13946/series	77	49	
China Economic Journal	/Journal/16505/china-economic-journal	74	49	
International Journal of Financial Services Management	/Journal/18945/int-j-financ-serv-manag-international-journal-of-financial-services-management	66	49	Int J Financ Serv Manag
International Journal of Quality and Service Sciences	/Journal/17102/international-journal-of-quality-and-service-sciences	63	49	
International Journal of Gender and Entrepreneurship	/Journal/17103/international-journal-of-gender-and-entrepreneurship	54	49	
International Journal of Sustainable Development and Planning	/Journal/20328/int-j-sustain-dev-plann-international-journal-of-sustainable-development-and-planning	125	48	Int J Sustain Dev Plann
Direct Marketing: An International Journal	/Journal/17054/direct-marketing-an-international-journal	51	48	
International Journal of System of Systems Engineering	/Journal/19041/international-journal-of-system-of-systems-engineering	23	48	
Annual Review of Financial Economics	/Journal/4621/annu-rev-financ-econ-annual-review-of-financial-economics	54	47	ANNU REV FINANC ECON
Global Business and Organizational Excellence	/Journal/13304/global-business-and-organizational-excellence	215	46	
The Journal of World Energy Law & Business	/Journal/16769/the-journal-of-world-energy-law-&-business	58	46	
International Journal of Business Innovation and Research	/Journal/18973/int-j-bus-innovat-res-international-journal-of-business-innovation-and-research	111	45	Int J Bus Innovat Res
Scandinavian Economic History Review	/Journal/16455/scandinavian-economic-history-review	94	45	
Education, Business and Society: Contemporary Middle Eastern Issues	/Journal/17077/education-business-and-society-contemporary-middle-eastern-issues	94	45	
International Journal of Strategic Change Management	/Journal/18975/int-j-strat-change-manag-international-journal-of-strategic-change-management	37	45	Int J Strat Change Manag
Problems of Economic Transition	/Journal/4993/probl-econ-transit-problems-of-economic-transition	209	44	PROBL ECON TRANSIT
International Journal of Green Economics	/Journal/18959/int-j-green-econ-international-journal-of-green-economics	115	44	Int J Green Econ
Panoeconomicus	/Journal/4987/panoeconomicus	106	44	
World Review of Intermodal Transportation Research	/Journal/18976/world-review-of-intermodal-transportation-research	70	43	
International Journal of Electronic Customer Relationship Management	/Journal/19006/international-journal-of-electronic-customer-relationship-management	83	42	
Education, Knowledge and Economy	/Journal/16447/education-knowledge-and-economy	81	42	
International Journal of Applied Systemic Studies	/Journal/18999/int-j-appl-syst-stud-international-journal-of-applied-systemic-studies	79	42	Int J Appl Syst Stud
Journal of The American Taxation Association	/Journal/20152/journal-of-the-american-taxation-association	44	42	
Infosecurity Today	/Journal/14445/infosecurity-today	408	41	
International Journal of Market Research	/Journal/4798/int-j-market-res-international-journal-of-market-research	127	41	INT J MARKET RES
Macroeconomics and Finance in Emerging Market Economies	/Journal/16517/macroeconomics-and-finance-in-emerging-market-economies	100	41	
International Journal of Intellectual Property Management	/Journal/18981/international-journal-of-intellectual-property-management	21	41	
Weltwirtschaftliches Archiv-review of World Economics	/Journal/5033/weltwirtschaftl-arch-weltwirtschaftliches-archiv-review-of-world-economics	9	41	WELTWIRTSCHAFTL ARCH
Frontiers of Business Research in China	/Journal/13635/frontiers-of-business-research-in-china	152	40	
International Journal of Management Practice	/Journal/18918/int-j-manag-pract-international-journal-of-management-practice	64	40	Int J Manag Pract
International Journal of Business and Globalisation	/Journal/18994/international-journal-of-business-and-globalisation	130	39	
Rotman International Journal of Pension Management	/Journal/20564/rotman-international-journal-of-pension-management	36	39	
Worldwide Hospitality and Tourism Themes	/Journal/17104/worldwide-hospitality-and-tourism-themes	123	38	
J. for International Business and Entrepreneurship Development	/Journal/18943/j-int-bus-enterpren-dev-j-for-international-business-and-entrepreneurship-development	78	38	J Int Bus Enterpren Dev
Handbook of Game Theory With Economic Applications	/Journal/14598/handbook-of-game-theory-with-economic-applications	68	38	
Journal of Cultural Economy	/Journal/16522/journal-of-cultural-economy	61	38	
State of California Labor	/Journal/19206/state-calif-labor-state-of-california-labor	21	38	State Calif Labor
Management Research Review	/Journal/17113/res-manag-rev-management-research-review	163	37	Res Manag Rev
China Agricultural Economic Review	/Journal/17094/china-agricultural-economic-review	101	37	
Euromed Journal of Business	/Journal/17062/euromed-journal-of-business	98	37	
International Journal of Islamic and Middle Eastern Finance and Management	/Journal/17084/int-j-islam-middle-e-finance-manag-international-journal-of-islamic-and-middle-eastern-finance	84	37	Int J Islam Middle E Finance Manag
Opec Energy Review	/Journal/17518/opec-energy-review	73	37	
Journal of Applied Economics	/Journal/4824/j-appl-econ-journal-of-applied-economics	42	37	J APPL ECON
Stimulus	/Journal/13937/stimulus	1298	36	
Journal of Culinary Science & Technology	/Journal/16340/journal-of-culinary-science-&-technology	154	36	
International Journal of Housing Markets and Analysis	/Journal/17080/international-journal-of-housing-markets-and-analysis	96	36	
Journal of Historical Research in Marketing	/Journal/17100/journal-of-historical-research-in-marketing	90	36	
Handbook of Population and Family Economics	/Journal/14603/handbook-of-population-and-family-economics	31	36	
International Journal of Technology Marketing	/Journal/18958/int-j-tech-market-international-journal-of-technology-marketing	81	35	Int J Tech Market
Japanese Economy	/Journal/20400/jpn-econ-japanese-economy	66	35	Jpn Econ
Journal of Strategy and Management	/Journal/17093/j-econ-manag-strat-journal-of-strategy-and-management	87	34	J Econ Manag Strat
Letters in Spatial and Resource Sciences	/Journal/13737/letters-in-spatial-and-resource-sciences	65	34	
Tijdschrift Voor Gezondheidsrecht	/Journal/13925/tijdschrift-voor-gezondheidsrecht	1146	33	
Marketing Review St. Gallen	/Journal/13782/marketing-review-st-gallen	268	33	
Journal of Business Cycle Measurement and Analysis	/Journal/19470/journal-of-business-cycle-measurement-and-analysis	35	33	
Beleid En Maatschappij	/Journal/18589/b-en-m-beleid-en-maatschappij	224	32	B En M
Bar. Brazilian Administration Review	/Journal/19395/bar-brazilian-administration-review	123	32	
Kredit Und Kapital	/Journal/20991/kredit-und-kapital	68	31	
International Journal of Electronic Marketing and Retailing	/Journal/18963/international-journal-of-electronic-marketing-and-retailing	62	31	
Journal of European Real Estate Research	/Journal/17090/journal-of-european-real-estate-research	56	31	
Journal of Innovation Economics	/Journal/21154/journal-of-innovation-economics	43	31	
Oecd Journal: Financial Market Trends	/Journal/19478/oecd-journal-financial-market-trends	34	31	
Cfa Magazine	/Journal/20201/cfa-magazine	569	30	
Journal of Asia Business Studies	/Journal/16886/journal-of-asia-business-studies	80	30	
Journal of Management & Organization	/Journal/4900/j-manag-organ-journal-of-management-&-organization	36	30	J MANAG ORGAN
Journal of King Abdulaziz University-islamic Economics	/Journal/21786/journal-of-king-abdulaziz-university-islamic-economics	309	29	
Journal of Hospital Marketing & Public Relations	/Journal/15956/journal-of-hospital-marketing-&-public-relations	82	29	
Accounting Research Journal	/Journal/17092/account-res-j-accounting-research-journal	81	29	Account Res J
Margin: The Journal of Applied Economic Research	/Journal/18202/margin-the-journal-of-applied-economic-research	67	29	
International Journal of Applied Decision Sciences	/Journal/19040/international-journal-of-applied-decision-sciences	52	29	
European Transport Research Review	/Journal/13828/european-transport-research-review	51	29	
Transportation Letters: The International Journal of Transportation Research	/Journal/20673/transportation-letters-the-international-journal-of-transportation-research	35	29	
Telecommunications Journal of Australia	/Journal/19512/telecommunications-journal-of-australia	122	28	
International Journal of Process Management and Benchmarking	/Journal/18927/int-j-process-manag-benchmark-international-journal-of-process-management-and-benchmarking	44	28	Int J Process Manag Benchmark
Research in Multi Level Issues	/Journal/16907/research-in-multi-level-issues	19	28	
Journal of Advanced Manufacturing Systems	/Journal/17686/journal-of-advanced-manufacturing-systems	88	27	
The Open Area Studies Journal	/Journal/19828/the-open-area-studies-journal	27	27	
European Company and Financial Law Review	/Journal/19149/european-company-and-financial-law-review	127	26	
Handbook of Computational Economics	/Journal/14601/handbook-of-computational-economics	47	26	
Journal of Euromarketing	/Journal/15781/journal-of-euromarketing	35	26	
Research Journal of Business Management	/Journal/21257/research-journal-of-business-management	17	26	
Capital Markets Law Journal	/Journal/16757/capital-markets-law-journal	109	25	
Equality, Diversity and Inclusion: An International Journal	/Journal/17114/equality-diversity-and-inclusion-an-international-journal	105	25	
Enterprise Development and Microfinance	/Journal/20736/enterprise-development-and-microfinance	87	25	
Journal of Technology Management & Innovation	/Journal/21562/j-tech-manag-innovat-journal-of-technology-management-&-innovation	81	25	J Tech Manag Innovat
Journal of Financial Reporting and Accounting	/Journal/16885/journal-of-financial-reporting-and-accounting	70	25	
International Journal of Business Environment	/Journal/18964/int-j-bus-environ-international-journal-of-business-environment	63	25	Int J Bus Environ
International Journal of Logistics Economics and Globalisation	/Journal/19013/international-journal-of-logistics-economics-and-globalisation	38	25	
International Journal of Data Analysis Techniques and Strategies	/Journal/19064/int-j-data-anal-tech-strat-international-journal-of-data-analysis-techniques-and-strategies	33	25	Int J Data Anal Tech Strat
Handbook of Natural Resource and Energy Economics	/Journal/14593/handbook-of-natural-resource-and-energy-economics	30	25	
International Journal of Banking, Accounting and Finance	/Journal/19067/int-j-bank-account-finance-international-journal-of-banking-accounting-and-finance	28	25	Int J Bank Account Finance
Marine Models	/Journal/14262/marine-models	7	25	
Onderwijs En Gezondheidszorg	/Journal/13940/onderwijs-en-gezondheidszorg	768	24	
International Journal of Business Excellence	/Journal/19034/int-j-bus-excel-international-journal-of-business-excellence	67	24	Int J Bus Excel
Handbook of Environmental Economics	/Journal/14570/handbook-of-environmental-economics	52	24	
Provincial China	/Journal/15965/provincial-china	13	24	
Ec Tax Review	/Journal/15240/ec-tax-review	192	23	
Strategic Direction	/Journal/16893/strategic-direction	144	23	
Journal of Service Science and Management	/Journal/21832/j-serv-sci-manag-journal-of-service-science-and-management	119	23	J Serv Sci Manag
