Name	Link	NCits_list	NPubs_list	ShortName
Journal of Molecular Catalysis A-chemical	/Journal/2151/j-mol-catal-a-chem-journal-of-molecular-catalysis-a-chemical	8310	31	J MOL CATAL A-CHEM
Journal of The Chemical Society, Faraday Transactions	/Journal/15351/journal-of-the-chemical-society-faraday-transactions	5572	31	
Acta Crystallographica Section B Structural Crystallography and Crystal Chemistry	/Journal/16882/acta-crystallographica-section-b-structural-crystallography-and-crystal-chemistry	10307	30	
Dalton Transactions	/Journal/2010/dalton-trans-dalton-transactions	6473	30	DALTON TRANS
Macromolecular Chemistry and Physics	/Journal/2212/macromol-chem-physics-macromolecular-chemistry-and-physics	6215	30	MACROMOL CHEM PHYSICS
Polymer International	/Journal/2279/polym-int-polymer-international	4925	30	POLYM INT
Journal of Biological Inorganic Chemistry	/Journal/1586/j-biol-inorg-chem-journal-of-biological-inorganic-chemistry	1766	30	J BIOL INORG CHEM
Industrial Crops and Products	/Journal/1234/ind-crops-products-industrial-crops-and-products	1711	30	IND CROPS PRODUCTS
Aapg Bulletin	/Journal/6201/aapg-bull-aapg-bulletin	49594	29	AAPG BULL
Synlett	/Journal/2361/synlett	10466	29	
Journal of Applied Electrochemistry	/Journal/2089/j-appl-electrochem-journal-of-applied-electrochemistry	5869	29	J APPL ELECTROCHEM
International Journal of Environmental Analytical Chemistry	/Journal/6054/int-j-environ-anal-chem-international-journal-of-environmental-analytical-chemistry	3217	29	INT J ENVIRON ANAL CHEM
Bioelectrochemistry and Bioenergetics	/Journal/1466/bioelectrochem-bioenerg-bioelectrochemistry-and-bioenergetics	2703	29	BIOELECTROCHEM BIOENERG
Finite Elements in Analysis and Design	/Journal/5270/finite-elem-anal-design-finite-elements-in-analysis-and-design	2036	29	FINITE ELEM ANAL DESIGN
Discussions of The Faraday Society	/Journal/15331/discussions-of-the-faraday-society	1556	29	
Biochemical Medicine	/Journal/14402/biochemical-medicine	1555	29	
Fire Safety Journal	/Journal/5271/fire-safety-j-fire-safety-journal	1467	29	FIRE SAFETY J
Mitochondrion	/Journal/1735/mitochondrion	1139	29	
Journal of Liquid Chromatography & Related Technologies	/Journal/2141/j-liq-chromatogr-relat-techno-journal-of-liquid-chromatography-&-related-technologies	7550	28	J LIQ CHROMATOGR RELAT TECHNO
The International Journal of Applied Radiation and Isotopes	/Journal/14025/the-international-journal-of-applied-radiation-and-isotopes	5172	28	
Reactive & Functional Polymers	/Journal/2308/react-funct-polym-reactive-&-functional-polymers	2090	28	REACT FUNCT POLYM
Journal of Protein Chemistry	/Journal/1706/j-protein-chem-journal-of-protein-chemistry	1662	28	J PROTEIN CHEM
Journal of Biomolecular Screening	/Journal/2094/j-biomol-screen-journal-of-biomolecular-screening	1454	28	J BIOMOL SCREEN
Cell Biochemistry and Biophysics	/Journal/1537/cell-biochem-biophys-cell-biochemistry-and-biophysics	1314	28	CELL BIOCHEM BIOPHYS
Annals of Clinical Biochemistry	/Journal/2561/ann-clin-biochem-annals-of-clinical-biochemistry	1193	28	ANN CLIN BIOCHEM
Inorganica Chimica Acta	/Journal/2064/inorg-chim-acta-inorganica-chimica-acta	23682	27	INORG CHIM ACTA
Journal of Molecular Structure	/Journal/2156/j-mol-struct-journal-of-molecular-structure	22325	27	J MOL STRUCT
Journal of Inorganic and Nuclear Chemistry	/Journal/14165/journal-of-inorganic-and-nuclear-chemistry	11704	27	
Hrc-journal of High Resolution Chromatography	/Journal/2053/hrc-j-high-res-chromatogr-hrc-journal-of-high-resolution-chromatography	3663	27	HRC-J HIGH RES CHROMATOGR
New Journal of Chemistry	/Journal/2250/new-j-chem-new-journal-of-chemistry	3560	27	NEW J CHEM
Applied Organometallic Chemistry	/Journal/1893/appl-organometal-chem-applied-organometallic-chemistry	3182	27	APPL ORGANOMETAL CHEM
Polymers for Advanced Technologies	/Journal/2276/polym-advan-technol-polymers-for-advanced-technologies	3080	27	POLYM ADVAN TECHNOL
Biochemistry-moscow	/Journal/1461/biochemistry-engl-tr-biochemistry-moscow	2075	27	BIOCHEMISTRY-ENGL TR
Faraday Discussions	/Journal/2034/faraday-discuss-faraday-discussions	1596	27	FARADAY DISCUSS
Critical Reviews in Analytical Chemistry	/Journal/2000/crit-rev-anal-chem-critical-reviews-in-analytical-chemistry	782	27	CRIT REV ANAL CHEM
Journal of Supramolecular Structure	/Journal/13266/journal-of-supramolecular-structure	651	27	
Progress in Solid State Chemistry	/Journal/2297/prog-solid-state-chem-progress-in-solid-state-chemistry	312	27	PROG SOLID STATE CHEM
Journal of Molecular Spectroscopy	/Journal/2155/j-mol-spectrosc-journal-of-molecular-spectroscopy	15988	26	J MOL SPECTROSC
Spectrochimica Acta Part A-molecular and Biomolecular Spectroscopy	/Journal/5830/spectrochim-acta-pt-a-mol-bio-spectrochimica-acta-part-a-molecular-and-biomolecular-spectroscopy	8841	26	SPECTROCHIM ACTA PT A-MOL BIO
Magnetic Resonance in Chemistry	/Journal/5647/magn-reson-chem-magnetic-resonance-in-chemistry	7968	26	MAGN RESON CHEM
European Journal of Medicinal Chemistry	/Journal/2029/eur-j-med-chem-european-journal-of-medicinal-chemistry	4915	26	EUR J MED CHEM
Journal of Mathematical Chemistry	/Journal/2147/j-math-chem-journal-of-mathematical-chemistry	1978	26	J MATH CHEM
Growth Hormone & Igf Research	/Journal/1616/growth-horm-igf-res-growth-hormone-&-igf-research	1856	26	GROWTH HORM IGF RES
European Journal of Lipid Science and Technology	/Journal/1588/eur-j-lipid-sci-technol-european-journal-of-lipid-science-and-technology	1564	26	EUR J LIPID SCI TECHNOL
Macromolecular Materials and Engineering	/Journal/5646/macromol-mater-eng-macromolecular-materials-and-engineering	1420	26	MACROMOL MATER ENG
Journal of The Chemical Society-perkin Transactions 2	/Journal/2109/j-chem-soc-perkin-trans-2-journal-of-the-chemical-society-perkin-transactions-2	11521	25	J CHEM SOC PERKIN TRANS 2
Journal of Electron Spectroscopy and Related Phenomena	/Journal/5515/j-electron-spectrosc-relat-ph-journal-of-electron-spectroscopy-and-related-phenomena	6427	25	J ELECTRON SPECTROSC RELAT PH
Microchemical Journal	/Journal/5678/microchem-j-microchemical-journal	5768	25	MICROCHEM J
Journal of Solution Chemistry	/Journal/2188/j-solut-chem-journal-of-solution-chemistry	3523	25	J SOLUT CHEM
Chemical & Pharmaceutical Bulletin	/Journal/1956/chem-pharm-bull-tokyo-chemical-&-pharmaceutical-bulletin	3268	25	CHEM PHARM BULL TOKYO
Journal of Separation Science	/Journal/2183/j-sep-sci-journal-of-separation-science	3133	25	J SEP SCI
Oxidation of Metals	/Journal/6953/oxidat-metal-oxidation-of-metals	1869	25	OXIDAT METAL
Solvent Extraction and Ion Exchange	/Journal/2342/solvent-extr-ion-exch-solvent-extraction-and-ion-exchange	1720	25	SOLVENT EXTR ION EXCH
Current Organic Chemistry	/Journal/2007/curr-org-chem-current-organic-chemistry	952	25	CURR ORG CHEM
Cellulose	/Journal/6733/cellulose	942	25	
Journal of Biochemical and Molecular Toxicology	/Journal/1645/j-biochem-mol-toxicol-journal-of-biochemical-and-molecular-toxicology	647	25	J BIOCHEM MOL TOXICOL
Quantitative Structure-activity Relationships	/Journal/2303/quant-struct-act-relat-quantitative-structure-activity-relationships	585	25	QUANT STRUCT-ACT RELAT
Quarterly Reviews, Chemical Society	/Journal/15342/quarterly-reviews-chemical-society	472	25	
Journal of The Chemical Society (resumed)	/Journal/15339/journal-of-the-chemical-society-resumed	24359	24	
Journal of Heterocyclic Chemistry	/Journal/2133/j-heterocycl-chem-journal-of-heterocyclic-chemistry	12992	24	J HETEROCYCL CHEM
Journal of Molecular Structure-theochem	/Journal/2157/j-mol-struc-theochem-journal-of-molecular-structure-theochem	12438	24	J MOL STRUC-THEOCHEM
Analytical Sciences	/Journal/5094/anal-sci-analytical-sciences	6491	24	ANAL SCI
Zeitschrift Fur Kristallographie	/Journal/2385/z-kristallogr-zeitschrift-fur-kristallographie	5000	24	Z KRISTALLOGR
Proceedings of The Combustion Institute	/Journal/5739/proc-combust-inst-proceedings-of-the-combustion-institute	2206	24	PROC COMBUST INST
Flavour and Fragrance Journal	/Journal/1195/flavour-frag-j-flavour-and-fragrance-journal	2107	24	FLAVOUR FRAG J
Cell Biochemistry and Function	/Journal/7594/cell-biochem-funct-cell-biochemistry-and-function	1861	24	CELL BIOCHEM FUNCT
International Journal of Radiation Applications and Instrumentation. Part A. Applied Radiation and Isotopes	/Journal/14010/international-journal-of-radiation-applications-and-instrumentation-part-a-applied-radiation-and	1658	24	
Biotechnology and Applied Biochemistry	/Journal/1509/biotechnol-appl-biochem-biotechnology-and-applied-biochemistry	756	24	BIOTECHNOL APPL BIOCHEM
Advances in Carbohydrate Chemistry and Biochemistry	/Journal/1411/advan-carbohyd-chem-biochem-advances-in-carbohydrate-chemistry-and-biochemistry	166	24	ADVAN CARBOHYD CHEM BIOCHEM
Monatshefte Fur Chemie	/Journal/2238/monatsh-chem-monatshefte-fur-chemie	23456	23	MONATSH CHEM
Journal of Chemical Thermodynamics	/Journal/2112/j-chem-thermodyn-journal-of-chemical-thermodynamics	6575	23	J CHEM THERMODYN
Archives of Physiology and Biochemistry	/Journal/1437/arch-physiol-biochem-archives-of-physiology-and-biochemistry	4641	23	ARCH PHYSIOL BIOCHEM
Crystal Growth & Design	/Journal/2002/cryst-growth-des-crystal-growth-&-design	3973	23	CRYST GROWTH DES
Journal of Chemical Theory and Computation	/Journal/2111/j-chem-theory-comput-journal-of-chemical-theory-and-computation	1379	23	J CHEM THEORY COMPUT
European Journal of Protistology	/Journal/1590/eur-j-protistol-european-journal-of-protistology	929	23	EUR J PROTISTOL
Mini-reviews in Medicinal Chemistry	/Journal/2229/mini-rev-med-chem-mini-reviews-in-medicinal-chemistry	824	23	MINI-REV MED CHEM
Acs Chemical Biology	/Journal/1840/acs-chem-biol-acs-chemical-biology	633	23	ACS CHEM BIOL
Chemical Record	/Journal/1962/chem-rec-chemical-record	329	23	CHEM REC
Briefings in Functional Genomics and Proteomics	/Journal/16755/briefings-in-functional-genomics-and-proteomics	316	23	
Journal of Structural and Functional Genomics	/Journal/13445/journal-of-structural-and-functional-genomics	247	23	
Zeitschrift Fur Anorganische Und Allgemeine Chemie	/Journal/2384/z-anorg-allg-chem-zeitschrift-fur-anorganische-und-allgemeine-chemie	27546	22	Z ANORG ALLG CHEM
Heterocycles	/Journal/2050/heterocycles	14318	22	
Polyhedron	/Journal/2275/polyhedron	13280	22	
Journal of Fluorine Chemistry	/Journal/2132/j-fluorine-chem-journal-of-fluorine-chemistry	8511	22	J FLUORINE CHEM
Catalysis Letters	/Journal/1930/catalysis-lett-catalysis-letters	6356	22	CATALYSIS LETT
Journal of Macromolecular Science, Part A	/Journal/16632/journal-of-macromolecular-science-part-a	6242	22	
Australian Journal of Chemistry	/Journal/1899/aust-j-chem-australian-journal-of-chemistry	4201	22	AUST J CHEM
Journal of Polymer Science: Polymer Chemistry Edition	/Journal/13167/journal-of-polymer-science-polymer-chemistry-edition	4063	22	
Journal of The Chemical Society, Faraday Transactions 2	/Journal/15332/journal-of-the-chemical-society-faraday-transactions-2	3524	22	
Molecules	/Journal/2237/molecules	2420	22	
Journal of Petroleum Science and Engineering	/Journal/6436/j-pet-sci-engineering-journal-of-petroleum-science-and-engineering	2195	22	J PET SCI ENGINEERING
Molecular Simulation	/Journal/2235/mol-simulat-molecular-simulation	2150	22	MOL SIMULAT
Sensors	/Journal/5814/sensors	2026	22	
Plasma Chemistry and Plasma Processing	/Journal/2265/plasma-chem-plasma-process-plasma-chemistry-and-plasma-processing	1117	22	PLASMA CHEM PLASMA PROCESS
Applied Spectroscopy Reviews	/Journal/5111/appl-spectrosc-rev-applied-spectroscopy-reviews	625	22	APPL SPECTROSC REV
Molecular Crystals and Liquid Crystals	/Journal/2231/mol-cryst-liquid-cryst-molecular-crystals-and-liquid-crystals	18396	21	MOL CRYST LIQUID CRYST
Polymer Bulletin	/Journal/2277/polym-bull-polymer-bulletin	6421	21	POLYM BULL
Catalysis Communications	/Journal/1925/catal-commun-catalysis-communications	3202	21	CATAL COMMUN
Biomedical Chromatography	/Journal/1904/biomed-chromatogr-biomedical-chromatography	2749	21	BIOMED CHROMATOGR
Applied Catalysis	/Journal/14070/applied-catalysis	2649	21	
Organic Process Research & Development	/Journal/2255/org-process-res-dev-organic-process-research-&-development	2218	21	ORG PROCESS RES DEV
Bioorganic Chemistry	/Journal/1905/bioorg-chem-bioorganic-chemistry	1478	21	BIOORG CHEM
Reviews of Physiology Biochemistry and Pharmacology	/Journal/1807/rev-physiol-biochem-pharmacol-reviews-of-physiology-biochemistry-and-pharmacology	1009	21	REV PHYSIOL BIOCHEM PHARMACOL
Chemistry-an Asian Journal	/Journal/1969/chem-asian-j-chemistry-an-asian-journal	971	21	CHEM-ASIAN J
Journal of Peptide Research	/Journal/1697/j-pept-res-journal-of-peptide-research	944	21	J PEPT RES
Journal of Macromolecular Science-polymer Reviews	/Journal/2143/j-macromol-sci-polym-rev-journal-of-macromolecular-science-polymer-reviews	479	21	J MACROMOL SCI-POLYM REV
Annual Reports on The Progress of Chemistry	/Journal/15322/annual-reports-on-the-progress-of-chemistry	440	21	
Optimization and Engineering	/Journal/5724/optim-eng-optimization-and-engineering	305	21	OPTIM ENG
Anatomical Record Part A-discoveries in Molecular Cellular and Evolutionary Biology	/Journal/1423/anat-rec-part-a-anatomical-record-part-a-discoveries-in-molecular-cellular-and-evolutionary	261	21	ANAT REC PART A
Molecular Cell Biology Research Communications	/Journal/13382/mol-cell-biol-res-comm-molecular-cell-biology-research-communications	187	21	MOL CELL BIOL RES COMM
Journal of Photochemistry and Photobiology C-photochemistry Reviews	/Journal/2166/j-photochem-photobiol-c-photo-journal-of-photochemistry-and-photobiology-c-photochemistry-reviews	153	21	J PHOTOCHEM PHOTOBIOL C-PHOTO
Russian Chemical Reviews	/Journal/2323/russ-chem-rev-engl-tr-russian-chemical-reviews	6157	20	RUSS CHEM REV-ENGL TR
Macromolecular Symposia	/Journal/2216/macromol-symposia-macromolecular-symposia	4014	20	MACROMOL SYMPOSIA
Journal of Physical Organic Chemistry	/Journal/2171/j-phys-org-chem-journal-of-physical-organic-chemistry	2972	20	J PHYS ORG CHEM
Journal of Molecular Modeling	/Journal/2154/j-mol-model-journal-of-molecular-modeling	1772	20	J MOL MODEL
Organic Electronics	/Journal/5725/org-electron-organic-electronics	1424	20	ORG ELECTRON
Journal of Combinatorial Chemistry	/Journal/2122/j-comb-chem-journal-of-combinatorial-chemistry	1371	20	J COMB CHEM
Radiochimica Acta	/Journal/2307/radiochim-acta-radiochimica-acta	1327	20	RADIOCHIM ACTA
Flow Measurement and Instrumentation	/Journal/5273/flow-meas-instrum-flow-measurement-and-instrumentation	969	20	FLOW MEAS INSTRUM
Journal of Biochemical Toxicology	/Journal/13227/j-biochem-toxicol-journal-of-biochemical-toxicology	921	20	J BIOCHEM TOXICOL
Journal of Immunoassay & Immunochemistry	/Journal/6668/j-immunoass-immunochem-journal-of-immunoassay-&-immunochemistry	901	20	J IMMUNOASS IMMUNOCHEM
Journal of Liposome Research	/Journal/1685/j-liposome-res-journal-of-liposome-research	714	20	J LIPOSOME RES
Biochemical Medicine and Metabolic Biology	/Journal/14767/biochemical-medicine-and-metabolic-biology	711	20	
Journal of Polymers and The Environment	/Journal/2129/j-polym-environ-journal-of-polymers-and-the-environment	691	20	J POLYM ENVIRON
International Reviews in Physical Chemistry	/Journal/2075/int-rev-phys-chem-international-reviews-in-physical-chemistry	653	20	INT REV PHYS CHEM
Separation and Purification Reviews	/Journal/5815/sep-purif-rev-separation-and-purification-reviews	310	20	SEP PURIF REV
Advances in Inorganic Chemistry	/Journal/1867/advan-inorg-chem-advances-in-inorganic-chemistry	219	20	ADVAN INORG CHEM
Journal of Macromolecular Science, Part B	/Journal/16631/journal-of-macromolecular-science-part-b	3073	19	
Vibrational Spectroscopy	/Journal/5885/vib-spectrosc-vibrational-spectroscopy	2176	19	VIB SPECTROSC
Topics in Catalysis	/Journal/2374/topic-catalysis-topics-in-catalysis	2058	19	TOPIC CATALYSIS
International Journal of Cosmetic Science	/Journal/17373/international-journal-of-cosmetic-science	1363	19	
Journal of Near Infrared Spectroscopy	/Journal/2161/j-near-infrared-spectrosc-journal-of-near-infrared-spectroscopy	736	19	J NEAR INFRARED SPECTROSC
Sar and Qsar in Environmental Research	/Journal/2333/sar-qsar-environ-res-sar-and-qsar-in-environmental-research	711	19	SAR QSAR ENVIRON RES
Biofuels Bioproducts & Biorefining-biofpr	/Journal/1903/biofuels-bioprod-biorefining-biofuels-bioproducts-&-biorefining-biofpr	149	19	BIOFUELS BIOPROD BIOREFINING
Nucleosides Nucleotides & Nucleic Acids	/Journal/1759/nucleos-nucleot-nucleic-acids-nucleosides-nucleotides-&-nucleic-acids	5194	18	NUCLEOS NUCLEOT NUCLEIC ACIDS
Journal of Molecular Catalysis	/Journal/14287/journal-of-molecular-catalysis	3699	18	
Journal of Inclusion Phenomena and Macrocyclic Chemistry	/Journal/2134/j-incl-phenom-macrocycl-chem-journal-of-inclusion-phenomena-and-macrocyclic-chemistry	3517	18	J INCL PHENOM MACROCYCL CHEM
Propellants Explosives Pyrotechnics	/Journal/2298/propellant-explos-pyrotech-propellants-explosives-pyrotechnics	1765	18	PROPELLANT EXPLOS PYROTECH
Preparative Biochemistry & Biotechnology	/Journal/1781/prep-biochem-biotechnol-preparative-biochemistry-&-biotechnology	1377	18	PREP BIOCHEM BIOTECHNOL
Shock Waves	/Journal/5818/shock-waves	1304	18	
Chemistry & Biodiversity	/Journal/5951/chem-biodivers-chemistry-&-biodiversity	1233	18	CHEM BIODIVERS
Journal of Microcolumn Separations	/Journal/5571/j-microcolumn-sep-journal-of-microcolumn-separations	1014	18	J MICROCOLUMN SEP
Adsorption-journal of The International Adsorption Society	/Journal/1859/adsorption-adsorption-journal-of-the-international-adsorption-society	924	18	ADSORPTION
Combustion Theory and Modelling	/Journal/5174/combust-theory-model-combustion-theory-and-modelling	816	18	COMBUST THEORY MODEL
Qsar & Combinatorial Science	/Journal/2302/qsar-comb-sci-qsar-&-combinatorial-science	652	18	QSAR COMB SCI
BMC Biochemistry	/Journal/1521/bmc-biochem-bmc-biochemistry	355	18	BMC BIOCHEM
Synthetic Communications	/Journal/2358/syn-commun-synthetic-communications	14282	17	SYN COMMUN
Crystal Research and Technology	/Journal/2003/cryst-res-tech-crystal-research-and-technology	9378	17	CRYST RES TECH
Journal of The Society of Chemical Industry	/Journal/13326/journal-of-the-society-of-chemical-industry	4889	17	
Collection of Czechoslovak Chemical Communications	/Journal/1990/collect-czech-chem-commun-collection-of-czechoslovak-chemical-communications	4712	17	COLLECT CZECH CHEM COMMUN
Journal of Polymer Science: Polymer Letters Edition	/Journal/13166/journal-of-polymer-science-polymer-letters-edition	2782	17	
Die Makromolekulare Chemie	/Journal/13155/die-makromolekulare-chemie	2737	17	
