author,a_name,score
516288,John Spinelli,1
535362,Dennis T. Kong,1
646310,Mehran Bagheri,1
650481,Derek D. Mahoney,1
1242746,Fernando C. Irizarry,1
1477458,Wayne S. Holden,1
538859,Meir Herzberg,1
668985,Stephen J. Bye,1
1300051,Anthony Utano,1
597525,N. Gautam,1
904567,Y. M. Ko,1
741684,P.-H. Ho,1
1055317,C.-I. Fan,1
1075971,R.-H. Hsu,1
772595,A. E. Kamal,1
891545,M. A. Saleh,1
1132510,Jean-Marc Berthaud,1
1142382,Ahmed A. El-Amawy,1
1380143,Stefan Alexandru Pascu,1
1149471,Judah Levine,1
