,Akey,Information retrieval score
1470,Anupam Joshi,0.00478468899522
1418,Dimitrios Gunopulos,0.00478468899522
552,Yoshua Bengio,0.00473933649289
1366,Chen Li,0.00471698113208
1338,Deborah Estrin,0.00469483568075
1276,Song Wang,0.0046511627907
146,Hao Chen,0.00461893764434
1251,Sharad Mehrotra,0.00460829493088
1281,Lu Wang,0.00454545454545
1187,Xue Liu,0.00452488687783
1010,John Shawe-Taylor,0.00448430493274
1180,Tok Wang Ling,0.00444444444444
1165,Shi-Kuo Chang,0.00440528634361
1095,M. Tamer Özsu,0.00434782608696
133,John Mylopoulos,0.004329004329
1054,Aidong Zhang,0.0042735042735
1001,Yin Zhang,0.00423728813559
933,Bu-Sung Lee,0.00416666666667
902,Peter Widmayer,0.00404858299595
922,Brad A. Myers,0.00404858299595
853,Venu Govindaraju,0.004
805,Kai Li,0.00395256916996
640,Dan Suciu,0.00390625
761,Fei Wang,0.00389105058366
66,Xi Chen,0.00380228136882
73,Yan Chen,0.00379506641366
507,Bernhard Schölkopf,0.00378787878788
731,Jian Ma,0.00377358490566
8,Elisa Bertino,0.00374064837905
624,Serge Abiteboul,0.0036231884058
648,Michael Stonebraker,0.00359712230216
623,Jing Chen,0.00357142857143
614,Bin Ma,0.00353356890459
628,Carlos José Pereira de Lucena,0.00352112676056
560,B. John Oommen,0.00340136054422
514,Krithi Ramamritham,0.00334448160535
446,Amr El Abbadi,0.00319488817891
384,Daniela Rus,0.00314465408805
354,Hao Li,0.00294985250737
326,Yan Liu,0.00293255131965
265,Georg Gottlob,0.00290697674419
300,Divyakant Agrawal,0.00287356321839
193,Alok N. Choudhary,0.00246913580247
112,Erik D. Demaine,0.002457002457
104,Nicholas R. Jennings,0.002079002079
85,Viktor K. Prasanna,0.0019120458891
93,Hermann Ney,0.00190839694656
53,Yang Liu,0.00176056338028
12,Jing Li,0.00134770889488
55747,Theodore K. Apostolopoulos,0.0
44988,Derek Rayside,0.0
239,Klara Nahrstedt,0.0
57697,Wuwei Shen,0.0
45104,Dmitry V. Ponomarev,0.0
45102,Christopher Amato,0.0
45098,Abilio Lucena,0.0
45042,Renata S. S. Guizzardi,0.0
45036,Peter Høyer,0.0
45023,Carlo Brandolese,0.0
45019,Michelangelo Grigni,0.0
45003,Stella X. Yu,0.0
44971,Bartek Klin,0.0
45129,Fred S. Annexstein,0.0
44941,Célia Ghedini Ralha,0.0
44925,Jeff Orchard,0.0
44922,Henrik Leopold,0.0
44868,Michael H. Albert,0.0
44844,J. Maurice Rojas,0.0
44832,Anand Tripathi,0.0
44827,Parampalli Udaya,0.0
44821,Christiane Fellbaum,0.0
338,David Taniar,0.0
44790,José M. Llabería,0.0
44774,Brian Demsky,0.0
44769,Martin J. Strauss,0.0
44758,Michaël Rao,0.0
45120,Ronald Peikert,0.0
45207,Steve C. Chiu,0.0
45187,Emmanuel Letier,0.0
57606,Michael J. Wozny,0.0
45533,Stuart H. Zweben,0.0
45510,Cruz Izu,0.0
45508,Mitchell L. Neilsen,0.0
45479,Clodoveu A. Davis,0.0
45466,Robert McNaughton,0.0
45446,Anita Sarma,0.0
45410,Jarek Nabrzyski,0.0
45392,Earl T. Barr,0.0
57544,Yasutaka Furukawa,0.0
57558,Justin Domke,0.0
330,Dinggang Shen,0.0
240,Kishor S. Trivedi,0.0
43886,Geneva G. Belford,0.0
57651,Faramarz Samavati,0.0
45356,Paul Rosen,0.0
57654,Paul Medvedev,0.0
45309,Laura Dabbish,0.0
45285,Richard E. Newman,0.0
45271,Michael Tarsi,0.0
45251,Evangelos E. Papalexakis,0.0
57675,Ruzica Piskac,0.0
45249,Robert E. Kooij,0.0
45234,Hongfeng Yu,0.0
45230,Marc Olano,0.0
44748,Marina Jirotka,0.0
44728,Steven Myers,0.0
44726,Vassilis Zissimopoulos,0.0
57935,Jiayu Zhou,0.0
44260,Tapan K. Sarkar,0.0
44256,Hu Fu,0.0
57925,Jinpeng Wei,0.0
44253,Jayadev Acharya,0.0
44186,Bianca Schroeder,0.0
44145,Robert C. Berwick,0.0
44137,David Cash,0.0
44101,Simon K. Poon,0.0
44098,Andrew D. Ker,0.0
44092,Sergio Maffeis,0.0
44075,Donatello Conte,0.0
44054,D. Mitchell Wilkes,0.0
44036,Mea Wang,0.0
44300,Dan Alistarh,0.0
43984,Todd K. Leen,0.0
43982,Marc Garbey,0.0
57938,Bruce J. MacLennan,0.0
43966,John Harer,0.0
43962,Mark D. Reid,0.0
43961,Dipti Misra Sharma,0.0
43959,Hayley Hung,0.0
43954,Joshua A. Levine,0.0
43952,George Porter,0.0
43919,Simha Sethumadhavan,0.0
43905,Christopher Rasmussen,0.0
43893,Krzysztof Rzadca,0.0
44265,Jim Whitehead,0.0
44310,Dan Tsafrir,0.0
44725,Michael Kapralov,0.0
44495,Simon Y. Berkovich,0.0
44682,Claudia Szabo,0.0
44677,Ymir Vigfusson,0.0
44675,Itsik Pe'er,0.0
44673,Young H. Cho,0.0
57714,Jerry Alan Fails,0.0
44648,Lorna Stewart,0.0
44619,Thomas H. Cormen,0.0
44552,Ella M. Atkins,0.0
57768,Travis E. Doom,0.0
44549,Bruno F. Ribeiro,0.0
44540,Anita K. Jones,0.0
44501,Alan Wassyng,0.0
57772,Jonathan E. Cook,0.0
44314,Amir Nayyeri,0.0
44490,Angela Guercio,0.0
44467,Christopher Re,0.0
343,Muriel Médard,0.0
44457,Neda Aboutorab,0.0
44441,Nelson Max,0.0
44371,Eugene Syriani,0.0
57801,Aldri L. dos Santos,0.0
57810,Gary S. H. Tan,0.0
44331,Dana Moshkovitz,0.0
57877,Martin Lillholm,0.0
57901,Antônio Otávio Fernandes,0.0
44323,Jennifer Wortman Vaughan,0.0
45538,Jan M. Allbeck,0.0
45549,Rebecca Hwa,0.0
45557,Richard Alterman,0.0
46614,Amit K. Roy-Chowdhury,0.0
57055,Jörg Stelling,0.0
46809,Suresh K. Lodha,0.0
46795,Yuvraj Agarwal,0.0
46792,Duane S. Boning,0.0
57093,Christopher M. Homan,0.0
46776,Roni Rosenfeld,0.0
46759,Jinman Kim,0.0
46746,Sathish Govindarajan,0.0
46721,Johnnie W. Baker,0.0
46698,Dana S. Richards,0.0
46693,Cláudio Fernando Resin Geyer,0.0
46657,Maya Cakmak,0.0
320,Amit P. Sheth,0.0
46830,Chris Gniady,0.0
46591,Randall Bramley,0.0
46576,Fabio Vandin,0.0
46570,Henning Köhler,0.0
46560,Sparsh Mittal,0.0
46556,Pravin M. Vaidya,0.0
46520,Barbara Webb,0.0
57106,Mainak Chaudhuri,0.0
57133,G. Sivakumar,0.0
46509,Venkatesh Choppella,0.0
321,Dinesh Manocha,0.0
46493,Dave Robertson,0.0
57209,Beresford N. Parlett,0.0
46827,Yoav Etsion,0.0
46834,Dongxiao Zhu,0.0
57242,Eddy Z. Zhang,0.0
47112,Paulo J. L. Adeodato,0.0
47287,Sing-Hoi Sze,0.0
47253,Marco Gaboardi,0.0
56933,Horst Reichel,0.0
47239,Mitchell P. Marcus,0.0
56993,Ron K. Cytron,0.0
47236,Siang W. Song,0.0
47224,Pere Barlet-Ros,0.0
47188,Eno Thereska,0.0
47167,J. Doug Tygar,0.0
47156,Richard C. Dubes,0.0
47138,Renata de Matos Galante,0.0
47121,Michalis K. Titsias,0.0
47037,Stephen D. Scott,0.0
46835,Remco Litjens,0.0
47036,Kai H. Chang,0.0
47015,Mark Borodovsky,0.0
46997,Steffen Friedrich,0.0
46980,Nicolas Navet,0.0
46943,Fernando E. B. Otero,0.0
46897,James Hays,0.0
57006,Cícero Nogueira dos Santos,0.0
46889,Douglas W. Jones,0.0
46857,Michael T. Hallett,0.0
46851,Pawel Wocjan,0.0
316,Yi Pan,0.0
46840,Marek Grzes,0.0
46478,Nevil Brownlee,0.0
46448,Fabien Laguillaumie,0.0
45574,Asa Ben-Hur,0.0
45798,Aura Conci,0.0
45992,Andrzej Janusz,0.0
45979,Max A. Alekseyev,0.0
57397,Ivan Beschastnikh,0.0
45972,Daniel Lowd,0.0
45971,Evert Haasdijk,0.0
57462,Amrit L. Goel,0.0
45944,Michael J. O'Donnell,0.0
45932,Norman K. Sondheimer,0.0
45902,Gurminder Singh,0.0
45888,Abhiram G. Ranade,0.0
45841,Shay B. Cohen,0.0
45814,Clément Pernet,0.0
322,Majid Sarrafzadeh,0.0
46020,Sicco Verwer,0.0
57534,Joel H. Spencer,0.0
45792,Piyush Kumar,0.0
45763,Xiao-Wen Chang,0.0
57541,Rogers Mathew,0.0
45758,Seung-Jong Park,0.0
45725,Gerhard Neumann,0.0
45696,M. D. Atkinson,0.0
45685,Sharon Goldberg,0.0
45678,Roy P. Pargas,0.0
45660,Haibo Zhang 0001,0.0
45659,Björn B. Brandenburg,0.0
45628,Jose M. Carmena,0.0
46013,Laurence Boxer,0.0
46022,Michael Dinitz,0.0
46440,Andrey N. Chernikov,0.0
46244,Soumya K. Ghosh,0.0
46431,Christoph Csallner,0.0
57290,Timothy A. Gonsalves,0.0
46430,Julia Hockenmaier,0.0
46399,Itamar Arel,0.0
46395,Yong Pei,0.0
46352,Vijay Nagarajan,0.0
46330,Dirk Reiners,0.0
46301,Gudmund Skovbjerg Frandsen,0.0
46290,Christina Chavez,0.0
46284,Patricia Azevedo Tedesco,0.0
57304,Rodolfo F. Resende,0.0
46262,Bill Rogers,0.0
46207,Richard E. Jones,0.0
46058,Kenneth Baclawski,0.0
46195,Jon McCormack,0.0
46185,Stephane Redon,0.0
46156,M. Dennis Mickunas,0.0
46130,Guy McCusker,0.0
46093,Ingolf H. Krüger,0.0
46092,Michael Bader,0.0
46086,Azadeh Farzan,0.0
46085,Zhijie Shi,0.0
46071,Jason Mars,0.0
57318,Dwight Duffus,0.0
57370,Gari D. Clifford,0.0
46066,Ameet Talwalkar,0.0
43892,Jacques D. Fleuriot,0.0
43866,Noah Wardrip-Fruin,0.0
43879,Alexandre Salles da Cunha,0.0
41201,Wooi-Boon Goh,0.0
41455,Victor B. Zordan,0.0
41448,George Konidaris,0.0
41436,Sonia Chiasson,0.0
41424,Ashish Choudhury,0.0
41412,Emmanuel Agu,0.0
41395,Weizhen Mao,0.0
41381,Andrew H. Fagg,0.0
41361,Janice E. Cuny,0.0
41348,Sharon Goldwater,0.0
41341,Aleksy Schubert,0.0
41250,Mohammad Amin Shokrollahi,0.0
41218,Frédéric Gibou,0.0
58271,John K. Johnstone,0.0
58206,Carlos Mauricio S. Figueiredo,0.0
41192,Genny Tortora,0.0
58291,Mateja Jamnik,0.0
41187,Kishan Mehrotra,0.0
41158,Mitch Cherniack,0.0
41145,Howard D. Wactlar,0.0
41139,Mehmet Hadi Gunes,0.0
41112,Anthony V. Robins,0.0
41105,Qinfeng Shi,0.0
41085,Jacques Philippe Sauvé,0.0
41057,Shiu-Kai Chin,0.0
58293,Timothy C. Bell,0.0
41050,Regina Helena Carlucci Santana,0.0
41464,José Palazzo M. de Oliveira,0.0
41466,Sanjeev Saxena,0.0
47362,Serge J. Belongie,0.0
41709,John A. Hamilton Jr.,0.0
41955,Purushottam Kulkarni,0.0
41947,Robert P. Daley,0.0
41939,Uday P. Khedker,0.0
41933,Jacques Facon,0.0
41914,Krys Kochut,0.0
58177,Joaquim B. Cavalcante Neto,0.0
41848,Austin Melton,0.0
41843,Gunther H. Weber,0.0
41741,Roberto Hirata Jr.,0.0
41737,Mayur Naik,0.0
41714,Alva L. Couch,0.0
41711,Ricardo Azambuja Silveira,0.0
41704,René Serral-Gracià,0.0
41487,Shaoen Wu,0.0
41695,Abdelghani Bellaachia,0.0
41687,Peter F. Linington,0.0
41670,Sumit Kumar Jha,0.0
41668,Olin Shivers,0.0
41614,Ian Warren,0.0
41599,Gilles Schaeffer,0.0
41575,Michael Bedford Taylor,0.0
41570,Lodewyk F. A. Wessels,0.0
41567,Xiaoqiu Huang,0.0
41558,Jim Cunningham,0.0
41551,Samuel T. King,0.0
41512,Gene Myers,0.0
41042,Garimella Rama Murthy,0.0
58298,Alex Nicolau,0.0
41032,P. Patrick van der Smagt,0.0
40559,Marco Zuniga,0.0
40641,John P. Lewis,0.0
40639,Patrick Chiang,0.0
40631,Jerome H. Saltzer,0.0
40622,Eric Blais,0.0
40609,Katarzyna Wac,0.0
58412,Bobby Schnabel,0.0
40596,Alina Oprea,0.0
40585,John R. Spletzer,0.0
40581,H. K. Dai,0.0
40578,Scott Weinstein,0.0
40574,Iain Murray,0.0
40563,Alexander Yates,0.0
40558,Leszek Lilien,0.0
58307,L. Ridgway Scott,0.0
40544,Sven Laur,0.0
40528,Phil Kearns,0.0
40446,Marcelo Walter,0.0
40410,Hyunsook Do,0.0
40408,Sara J. Graves,0.0
40389,Haran Boral,0.0
40359,Célia A. Zorzo Barcelos,0.0
40333,Peter M. Todd,0.0
40332,Katerina J. Argyraki,0.0
40331,Dennis M. Volpano,0.0
40328,Markus Wagner 0007,0.0
58416,Uday Bondhugula,0.0
40655,Chris Wyman,0.0
58378,Katharina Reinecke,0.0
40680,Sudhir Aggarwal,0.0
40684,Aline Villavicencio,0.0
41025,Nicholas F. Polys,0.0
41020,Zhiru Zhang,0.0
41018,Xia Zhou,0.0
41006,Phyllis G. Frankl,0.0
40947,John Lillis,0.0
40930,Cristian Cadar,0.0
40927,C. Robert Carlson,0.0
58320,Jérôme Waldispühl,0.0
40922,David Newman,0.0
40916,Roberto M. Cesar,0.0
40913,Robert D. Tennent,0.0
40895,William F. Punch,0.0
40873,James Z. Wang,0.0
40862,Eduardo Marques,0.0
40855,Geoffrey Brown,0.0
40853,Phillip Colella,0.0
40844,Konstantinos Kalpakis,0.0
40831,Leonardo Gresta Paulino Murta,0.0
40811,Deepak Garg 0001,0.0
40792,Marshall F. Tappen,0.0
58365,Mart Molle,0.0
40758,Shiri Chechik,0.0
58372,Jeannie R. Albrecht,0.0
40742,Christoph Lofi,0.0
40712,Julie A. Shah,0.0
41959,Yan-Bin Jia,0.0
41967,Timothy J. Hickey,0.0
41968,Jeffrey L. Popyack,0.0
43280,Emil C. Lupu,0.0
43413,Adam Klivans,0.0
43384,Tim Teitelbaum,0.0
43382,George S. Lueker,0.0
43353,Jesse H. Poore,0.0
43344,Seok-Won Lee,0.0
43325,Cliff Changchun Zou,0.0
43324,Hemanta K. Maji,0.0
43320,Eugene W. Stark,0.0
43302,Anil Madhavapeddy,0.0
43301,R. E. Kurt Stirewalt,0.0
43299,Stephen J. Guy,0.0
43285,Tal Mor,0.0
57977,Craig A. Shue,0.0
43058,Samir Ranjan Das,0.0
43251,B. V. Raghavendra Rao,0.0
43241,Alex Lascarides,0.0
43234,William G. J. Halfond,0.0
348,Peter Stone,0.0
43208,Rui Kuang,0.0
43192,Harry S. Delugach,0.0
43131,Wim van Dam,0.0
43120,Emil Sekerinski,0.0
58022,Jacob W. Crandall,0.0
43113,Adam Chlipala,0.0
43103,Jin-Yi Cai,0.0
43084,Michael G. Main,0.0
43418,Neil F. Stewart,0.0
43435,Georgios Papaioannou,0.0
43444,Anselmo Antunes Montenegro,0.0
43447,Brian D. Ziebart,0.0
43837,Linda R. Petzold,0.0
57940,Samuel Z. Guyer,0.0
43795,Prasanta Kumar Ghosh,0.0
43781,Edward A. Feigenbaum,0.0
43768,Kris Bubendorfer,0.0
43746,Renato Cerqueira,0.0
43745,Esteban Clua,0.0
43719,Gregory Shakhnarovich,0.0
43688,Trey Ideker,0.0
43663,Hao Zheng,0.0
43657,Dirk Oliver Theis,0.0
43653,Parvin Mousavi,0.0
43638,Geoff Wyvill,0.0
57947,Kourosh Neshatian,0.0
43635,Mariagrazia Fugini,0.0
57970,Flávio S. Corrêa da Silva,0.0
43617,Marcus Poggi de Aragão,0.0
43616,James Laird,0.0
43598,Henry Linger,0.0
43574,Richard J. Trefler,0.0
346,Rafail Ostrovsky,0.0
43519,Dipankar Sarkar,0.0
43489,Ashutosh Trivedi,0.0
43482,Jaakko Järvi,0.0
43455,Daniel D. Corkill,0.0
58052,Michael Katchabaw,0.0
43047,Duong Hieu Phan,0.0
58162,Collin McMillan,0.0
42259,Erin Walker,0.0
42430,Rachel Pottinger,0.0
358,Elke A. Rundensteiner,0.0
42417,Gary W. Meyer,0.0
42412,Viktor Vafeiadis,0.0
42402,Pranjal Awasthi,0.0
42388,Mark W. Schmidt,0.0
42373,Min C. Shin,0.0
42347,Haiyan Hu,0.0
42343,Pavithra Prabhakar,0.0
42314,Alan T. Sherman,0.0
42311,Kerstin Eder,0.0
42268,Olga Sorkine-Hornung,0.0
363,Pramod K. Varshney,0.0
43029,David M. Nichols,0.0
42235,Creto Augusto Vidal,0.0
42229,David May,0.0
42189,J. S. Marron,0.0
42134,Arun Chauhan,0.0
42133,Samuel N. Kamin,0.0
42130,Bráulio Coelho Ávila,0.0
42120,Vivek Sarin,0.0
42073,Steve Gregory,0.0
42069,Peter E. Strazdins,0.0
42043,Hyggo Oliveira de Almeida,0.0
42039,Ewan Klein,0.0
367,Gerd Hirzinger,0.0
58160,Philip H. Sweany,0.0
42434,Michael T. Heath,0.0
58083,Mohammad Sadoghi,0.0
42449,Yinghui Wu,0.0
42989,Pernille Bjørn,0.0
42962,Tiark Rompf,0.0
42961,Célia Picinin de Mello,0.0
42943,Luis Velasco,0.0
42860,Adele A. Rescigno,0.0
42834,Jason Lawrence,0.0
42803,James S. Collofello,0.0
42802,Ilya Safro,0.0
42769,Giuseppe Pozzi,0.0
351,José Meseguer,0.0
42756,Raimundo S. Barreto,0.0
42755,Rodrigo Fonseca,0.0
42750,Jim Waldo,0.0
42682,Zhenming Liu,0.0
42672,Denis F. Wolf,0.0
42614,Huy L. Nguyen,0.0
42601,Michael J. Feeley,0.0
42600,Keren Censor-Hillel,0.0
42597,Richard H. Byrd,0.0
353,David Blaauw,0.0
42584,Wei-Chung Lin,0.0
42559,Huijia Lin,0.0
42547,Heni Ben Amor,0.0
42532,Daniel Zappala,0.0
42515,Lawrence Birnbaum,0.0
47349,Siddhartha Banerjee,0.0
47386,Julia Rubin,0.0
55740,Yun S. Song,0.0
52929,Khuzaima Daudjee,0.0
53132,Stefano Ermon,0.0
53111,Tajana Simunic,0.0
53109,Arun K. Sood,0.0
53108,Mei-Hwa Chen,0.0
53104,Waldemar Celes Filho,0.0
53097,Júlio C. Nievola,0.0
53051,Xiaojun Bi,0.0
53039,Brian M. Slator,0.0
52989,Varmo Vene,0.0
52955,Silvia Santini,0.0
52936,Uwe Baumgarten,0.0
56179,Nikolaos Tsantalis,0.0
52928,Stelian Coros,0.0
53150,Jim Martin,0.0
52895,Frank M. Brown,0.0
52850,Dennis P. Groth,0.0
52840,Shang-Wei Lin,0.0
52813,Scott Owens,0.0
52763,Mohammad Mahmoody,0.0
52752,Victor Frost,0.0
52751,Kyle Jamieson,0.0
52721,Thomas F. Melham,0.0
52719,Jaelson Brelaz de Castro,0.0
274,Bernhard Rumpe,0.0
52638,Or Sheffet,0.0
52625,George Ferguson,0.0
53143,Renan G. Cattelan,0.0
53155,Jack Tumblin,0.0
53644,Eugene Wu 0002,0.0
53344,Sheng Wei 0001,0.0
53606,Hing Leung,0.0
53590,Nathalie Revol,0.0
53544,Chris Parnin,0.0
259,Xiang-Yang Li,0.0
53429,Charles E. McDowell,0.0
53426,Amir Houmansadr,0.0
56033,Marco Antonio Casanova,0.0
260,Hong Shen,0.0
56049,Andrew S. Miner,0.0
53404,Zack J. Butler,0.0
53383,Harish Karnick,0.0
53354,Frédéric Prost,0.0
56081,Luis Otávio Alvares,0.0
53161,Jeremiah Blocki,0.0
56164,Rivalino Matias,0.0
53336,Alex Zelikovsky,0.0
53303,H. Venkateswaran,0.0
53259,Xianghong Jasmine Zhou,0.0
56167,Assefaw Hadish Gebremedhin,0.0
53232,Georgios Portokalidis,0.0
53230,Sven Seuken,0.0
53218,Anthony J. Hornof,0.0
53204,Anil N. Hirani,0.0
53203,Steven D. Johnson,0.0
56178,Adriano Bessa Albuquerque,0.0
53196,François Morain,0.0
52620,Paul N. Hilfinger,0.0
52609,Austen Rainer,0.0
52554,Keith Edwards,0.0
56294,Kwang In Kim,0.0
51979,Christopher Brown,0.0
51937,Paulo Roberto Freire Cunha,0.0
56253,Harriet J. Fell,0.0
51907,Leslie Greengard,0.0
51876,Rick Stevens,0.0
51872,Caitlin Kelleher,0.0
51843,Marcin Mucha,0.0
51839,Linh T. X. Phan,0.0
51821,Ron O. Dror,0.0
51796,Nina S. T. Hirata,0.0
51794,Alan G. Konheim,0.0
51700,Antonio Filieri,0.0
51689,Jaak Vilo,0.0
52524,Peter O'Shea,0.0
51658,David E. Kieras,0.0
51654,Dick B. Simmons,0.0
51616,Suzanne M. Shontz,0.0
51613,Steven C. Bruell,0.0
51607,Vinay J. Ribeiro,0.0
51590,Subrata Dasgupta,0.0
56304,Bart P. Knijnenburg,0.0
51570,Cláudia Linhares Sales,0.0
280,Dimitris N. Metaxas,0.0
51542,Prateek Saxena,0.0
56307,Damith Chinthana Ranasinghe,0.0
51534,Jacques Robin,0.0
51980,Thomas Begin,0.0
51998,Bernd Bickel,0.0
51999,Kai-Wei Chang,0.0
52021,Jorge C. A. de Figueiredo,0.0
52501,Brian C. Dean,0.0
56186,Renate Scheidler,0.0
52474,Chester Rebeiro,0.0
52458,Nikos Hardavellas,0.0
52448,Andreas Stathopoulos,0.0
52444,Timothy Griffin,0.0
52429,Jan C. A. van der Lubbe,0.0
52428,Neville Churcher,0.0
52412,David Jones,0.0
52371,Shmuel Rotenstreich,0.0
52355,David J. Greaves,0.0
56200,Donald E. Porter,0.0
56230,Maria Roussou,0.0
52320,Julian C. Bradfield,0.0
52280,Thang N. Dinh,0.0
52214,Claudionor José Nunes Coelho Jr.,0.0
279,Kurt Mehlhorn,0.0
52160,Nathan Jacobs,0.0
52150,Rasiah Loganantharaj,0.0
52146,Shweta Agrawal,0.0
52102,Francesco Bruschi,0.0
52080,Jiamou Liu,0.0
52056,Olav W. Bertelsen,0.0
52033,Evangelos Triantaphyllou,0.0
52031,Hadi Esmaeilzadeh,0.0
53610,Martin Henz,0.0
56032,He Sun 0001,0.0
51504,Wayne Eberly,0.0
55089,Robert K. Atkinson,0.0
55300,Annalisa De Bonis,0.0
55279,Herman D. Hughes,0.0
55269,Yue Jia,0.0
55266,Aleksandar Nikolov,0.0
55264,Zachary Friggstad,0.0
55208,Justin Solomon,0.0
55169,Angela Demke Brown,0.0
55133,Nati Linial,0.0
55120,Nils Thürey,0.0
55105,Charles M. Eastman,0.0
55097,Matteo Migliavacca,0.0
55091,Jean-Yves L'Excellent,0.0
55027,David G. Mitchell,0.0
55328,Gerald J. Sussman,0.0
54984,Muthuramakrishnan Venkitasubramaniam,0.0
54980,Márcia R. Cerioli,0.0
55895,Julius C. B. Leite,0.0
54928,Wayne Snyder,0.0
54915,Claude-Pierre Jeannerod,0.0
54904,Munawar Hafiz,0.0
55896,Rubens N. Melo,0.0
54901,Charles L. Isbell,0.0
54889,Ilario Filippini,0.0
54875,Richard P. Paul,0.0
54860,Partha Pratim Das,0.0
54850,Qi-Xing Huang,0.0
55869,Joseph Keshet,0.0
55330,Ricardo C. Corrêa,0.0
53684,Reetuparna Das,0.0
55548,Manoel Camillo Penna,0.0
55719,Tai Sing Lee,0.0
55696,Parag Singla,0.0
55682,Ryan P. Adams,0.0
55752,J. Michael Dunn,0.0
55768,Steven S. Beauchemin,0.0
55661,Vijay Ganesh,0.0
55795,Zeeshan Syed,0.0
55652,Sean Warnick,0.0
250,Hossam S. Hassanein,0.0
246,Mateo Valero,0.0
55604,David C. Banks,0.0
55593,Dale A. Carnegie,0.0
55512,Douglas R. Heisterkamp,0.0
55358,James F. Korsh,0.0
55802,João Luís Garcia Rosa,0.0
55458,Boris A. Trakhtenbrot,0.0
55439,Randy K. Smith,0.0
55810,Joseph Beck,0.0
55431,Sylvie Putot,0.0
55429,Renato Fileto,0.0
55404,Lihao Xu,0.0
55402,Larry Birnbaum,0.0
55396,Jonathan F. Buss,0.0
55373,Elias Athanasopoulos,0.0
55816,S. Dov Gordon,0.0
55363,Ann A. Copestake,0.0
54839,Michael Wybrow,0.0
54833,Clay Shields,0.0
54817,S. M. Rezaul Hasan,0.0
256,Jan Treur,0.0
54223,Edson Borin,0.0
54221,Kevin D. Reilly,0.0
54220,Stephen F. Siegel,0.0
54202,Jie Fu,0.0
54155,Sebastian Erdweg,0.0
54152,Alina Ene,0.0
54147,Debabrata Das,0.0
54118,Luciana S. Buriol,0.0
54104,Wenjun Hu,0.0
54100,Edmond Chow,0.0
54093,Barzan Mozafari,0.0
54052,Marilyn Wolf,0.0
53993,Charles D. Knutson,0.0
55920,Nikolaos V. Tsekos,0.0
53965,Matei Zaharia,0.0
53898,Shishir Shah,0.0
53829,J. Robin B. Cockett,0.0
53828,Elham Kashefi,0.0
53827,Lee A. D. Cooper,0.0
53821,Jur van den Berg,0.0
53755,Ivan Saraiva Silva,0.0
53739,Aditya Bhaskara,0.0
56017,Rebecca Fiebrink,0.0
56024,Margaret M. Fleck,0.0
53714,Richard Mann,0.0
53698,Cynthia S. Hood,0.0
54226,Luiz C. V. dos Santos,0.0
54238,Thenkurussi Kesavadas,0.0
54270,Subramanian Ramanathan,0.0
54272,Robert A. Wagner,0.0
54802,Marvin Minsky,0.0
55941,Zvonimir Rakamaric,0.0
54799,Mohit Gupta,0.0
54735,Eva Marín-Tordera,0.0
54722,Andrew Pavlo,0.0
55975,Noé Lopez-Benitez,0.0
54702,Gena Hahn,0.0
54691,Phillipa Gill,0.0
54673,Ken Christensen,0.0
54659,David A. Dampier,0.0
253,Andrew B. Kahng,0.0
54577,Anthony Busson,0.0
54540,Peter Desnoyers,0.0
54528,Aravindan Vijayaraghavan,0.0
54527,Les Miller,0.0
54508,Jayanta Mukhopadhyay,0.0
54439,Gina M. B. Oliveira,0.0
54420,Engin Ipek,0.0
55995,Guillaume Hanrot,0.0
