,Akey,Information retrieval score
26969,Niels da Vitoria Lobo,0.0
26962,Timothy A. Davis,0.0
26957,Seth Bullock,0.0
26956,Sudhanva Gurumurthi,0.0
26953,Cristina G. Fernandes,0.0
26940,Uwe Naumann,0.0
26936,Elise de Doncker,0.0
610,Markus H. Gross,0.0
26914,Chaoyang Zhang,0.0
27219,Andrea F. Abate,0.0
27225,Dean F. Hougen,0.0
27515,Serafim Batzoglou,0.0
27226,Ricardo Dahab,0.0
27513,Angelo Brayner,0.0
27512,Eugene Fink,0.0
584,Robert Endre Tarjan,0.0
27493,Richard Ford,0.0
27477,Rudinei Goularte,0.0
27455,Peter Honeyman,0.0
27450,Mary C. Whitton,0.0
27447,Montek Singh,0.0
27442,Rick L. Stevens,0.0
27431,Gordon L. Kindlmann,0.0
27424,Guido Sanguinetti,0.0
27414,Bo Luo,0.0
27413,Benjamin Belzer,0.0
27407,Mirek Riedewald,0.0
27398,Daniel Hoffman,0.0
27393,Brian Magerko,0.0
27391,Landon P. Cox,0.0
27384,Huijuan Wang,0.0
27361,Greg Morrisett,0.0
585,Beng Chin Ooi,0.0
27353,Yaohang Li,0.0
27320,Björn Franke,0.0
27287,Douglas G. Down,0.0
27259,Tat-Jen Cham,0.0
27251,Chris Preist,0.0
27247,R. Lyndon While,0.0
589,Jun Luo,0.0
567,Vipin Kumar,0.0
28169,Deepak D'Souza,0.0
29583,John C. Reynolds,0.0
521,Wolfgang Lehner,0.0
29179,Lawrence W. Dowdy,0.0
29175,Carlos Maltzahn,0.0
29129,Tim Berners-Lee,0.0
29111,Yair Amir,0.0
29096,Debasis Samanta,0.0
29094,Bernd Bruegge,0.0
29078,Yuhong Yan,0.0
29069,Daniele Braga,0.0
29036,Manoel G. Mendonça,0.0
29030,Rajat Subhra Chakraborty,0.0
29009,Paulo Fernandes,0.0
29001,Craig S. Kaplan,0.0
28989,Eric Gilbert,0.0
28965,Doug L. James,0.0
562,David Dagan Feng,0.0
28964,Christopher M. Brown,0.0
28953,Katrina Ligett,0.0
28927,Charles A. Sutton,0.0
28920,Badri Nath,0.0
28909,Stefano Tessaro,0.0
28903,Murray Cole,0.0
28890,David C. Brown,0.0
28881,Guanling Chen,0.0
28872,Amit Jain,0.0
28851,Aniket Kate,0.0
28847,Hadas Kress-Gazit,0.0
28844,Marc Pouzet,0.0
28835,Andrew S. Gordon,0.0
29184,Ricardo Augusto da Luz Reis,0.0
29208,Xinyuan Wang,0.0
518,Guang-Zhong Yang,0.0
29219,Jan Prins,0.0
509,Stefano Ceri,0.0
29562,Shashi K. Gadia,0.0
29550,Alvaro A. Cárdenas,0.0
29531,V. N. Venkatakrishnan,0.0
29530,Jayalal Sarma,0.0
29523,Norman Ramsey,0.0
29510,Rafal Mantiuk,0.0
29509,Charles Steinfield,0.0
29503,Siddharth Garg,0.0
29499,S. Q. Zheng,0.0
29497,Adenilso da Silva Simão,0.0
29492,Paulo Martins Engel,0.0
512,Feng Zhao,0.0
29470,John C. Gallagher,0.0
513,Joel H. Saltz,0.0
29455,Paolo D'Arco,0.0
29449,J. Gregory Morrisett,0.0
29439,Christiane Gresse von Wangenheim,0.0
29408,Tadao Murata,0.0
29396,Elad Alon,0.0
29390,Jorge L. V. Barbosa,0.0
29353,Nong Ye,0.0
516,Nancy A. Lynch,0.0
29288,Louis Salvail,0.0
29271,Nutan Limaye,0.0
29236,Wolfram Kahl,0.0
29232,John Aycock,0.0
28832,Nikolaos P. Papanikolopoulos,0.0
28829,Paulo Cezar Pinto Carvalho,0.0
28810,Alain Tapp,0.0
28514,Erik B. Sudderth,0.0
28492,Cláudio F. R. Geyer,0.0
28491,Manuel Roveri,0.0
28487,Cherri M. Pancake,0.0
28464,Albert Cabellos-Aparicio,0.0
28461,Alberto Maria Segre,0.0
28412,Chung-chieh Shan,0.0
28397,Chee Yong Chan,0.0
28387,Andrew Calway,0.0
28378,Donald H. House,0.0
28377,Peter R. Cappello,0.0
28368,Matthew Green 0001,0.0
28362,Bruce N. Walker,0.0
28349,Christian S. Collberg,0.0
28334,Victor Milenkovic,0.0
28321,Tobias Kuhn,0.0
28287,Stavros G. Kolliopoulos,0.0
28284,Lenore Cowen,0.0
28273,Jae C. Oh,0.0
28262,Harry G. Mairson,0.0
28260,Przemyslaw Pawelczak,0.0
28248,Carlos A. Varela,0.0
28243,Faith E. Fich,0.0
28239,Nelly Condori-Fernández,0.0
28222,Adrian R. Pearce,0.0
28218,Maryam Fazel,0.0
28217,Srinidhi Varadarajan,0.0
28201,Konstantinos Daniilidis,0.0
28508,Eun Jung Kim 0001,0.0
551,Liang Zhao,0.0
28770,Elizabeth Ferreira Gouvea Goldbarg,0.0
28537,Jan Kretínský,0.0
28769,Mike H. MacGregor,0.0
28760,Kenji Sagae,0.0
28755,Michael M. Kazhdan,0.0
28754,Geoffrey C. Bowker,0.0
28746,Zornitsa Kozareva,0.0
523,Calton Pu,0.0
28733,Krysia Broda,0.0
28729,Silvia Ferrari,0.0
28707,Houman Homayoun,0.0
28705,Amin Karbasi,0.0
28672,Michael Bailey,0.0
28651,Minaxi Gupta,0.0
28645,Raju Rangaswami,0.0
28641,Kathleen M. Swigger,0.0
28620,Selma Sabanovic,0.0
524,Qiang Liu,0.0
28610,Garrett S. Rose,0.0
28603,Antonio A. F. Oliveira,0.0
527,Sanjay Jain,0.0
28597,Dwight Deugo,0.0
28591,Richmond H. Thomason,0.0
530,Ian Horrocks,0.0
28580,William D. Gropp,0.0
28566,Peter T. Kirstein,0.0
28560,Monica N. Nicolescu,0.0
546,Edmund M. Clarke,0.0
28538,Alexander Rabinovich,0.0
32847,Pieter Peers,0.0
32868,Misha Pavel,0.0
32869,Klaus Sutner,0.0
37647,Nicolas Gold,0.0
37825,James A. Jones,0.0
37804,Pawel Winter,0.0
37800,Hank Childs,0.0
37759,Torben Æ. Mogensen,0.0
37750,Terry E. Weymouth,0.0
37748,Miroslaw Kowaluk,0.0
37732,Mike Rosulek,0.0
37715,Stephen C. Y. Lu,0.0
37691,Stuart Anderson,0.0
37690,Michael Bowling,0.0
37688,Marcel Prastawa,0.0
37673,Vanessa Teague,0.0
37651,Marcella Anselmo,0.0
37642,David Chiang,0.0
38276,Cristina Boeres,0.0
37635,Eugene M. Luks,0.0
37629,Sanja Fidler,0.0
37617,Kishore Prahallad,0.0
37595,Ali Farhadi,0.0
37589,Dennis F. Kibler,0.0
37582,Donald W. Loveland,0.0
37563,Ivan G. Costa,0.0
37562,Richard J. Fateman,0.0
37559,Jonathan Ullman,0.0
37554,S. Venkatesan,0.0
37539,Eric J. Friedman,0.0
37515,Leliane Nunes de Barros,0.0
37492,Suzanne Stevenson,0.0
37844,Anil Somayaji,0.0
37852,Klaus Truemper,0.0
37860,William K. Robertson,0.0
37874,Xavier Rival,0.0
403,Michael Wooldridge,0.0
38254,Greg Butler,0.0
38252,Tomasz Haupt,0.0
38233,James K. Hahn,0.0
38225,Pascal Schweitzer,0.0
38221,Heng Yin,0.0
38209,Cas J. F. Cremers,0.0
38203,Steven S. Lumetta,0.0
38201,Surender Baswana,0.0
38179,Mohammed Zaki,0.0
38161,Sajjan G. Shiva,0.0
38143,Éric Colin de Verdière,0.0
38139,Meilin Liu,0.0
38095,Pierre Ganty,0.0
38090,Danail Stoyanov,0.0
38088,Ricardo Rodrigues Ciferri,0.0
38078,Marwan Abi-Antoun,0.0
38071,Robert Kraut,0.0
38040,F. Donelson Smith,0.0
38003,David Lowe,0.0
37991,José F. Martínez,0.0
37977,Eric Price,0.0
37975,Udaya Parampalli,0.0
37922,Kenny Erleben,0.0
37910,Benjamin C. Lee,0.0
37902,Mahesh Balakrishnan,0.0
37882,Jalal Kawash,0.0
37470,Peyman Afshani,0.0
37468,Robert B. Schnabel,0.0
37459,Natacha Portier,0.0
36866,Dhananjay S. Phatak,0.0
36842,Andrew Simpson,0.0
36816,Hui Zhang 0005,0.0
407,Shih-Fu Chang,0.0
36791,Yiping Ke,0.0
409,Prosenjit Bose,0.0
36764,Patrick S. P. Wang,0.0
411,Rachid Guerraoui,0.0
36722,Wendy Hui Wang,0.0
36720,Bruce M. Kapron,0.0
36693,Yaser S. Abu-Mostafa,0.0
36690,Andrew Warfield,0.0
36681,David J. Pearce,0.0
36663,Alex Pothen,0.0
36660,Mark Oskin,0.0
36636,Robert J. Fowler,0.0
36626,Tiow Seng Tan,0.0
36614,Sanjit Chatterjee,0.0
36610,Dana S. Scott,0.0
36605,Robert W. Robinson,0.0
36574,Thomas H. Payne,0.0
36546,Kemafor Anyanwu,0.0
414,John A. Stankovic,0.0
36535,Monica Anderson,0.0
36518,Constantinos Dovrolis,0.0
36450,Todd A. Proebsting,0.0
36440,James Westall,0.0
36432,Andrew Drucker,0.0
36861,Beverly A. Sanders,0.0
36913,Alan H. Barr,0.0
37443,Neill W. Campbell,0.0
36929,Yaoyun Shi,0.0
37432,Ronald D. Dutton,0.0
37396,Joseph D. Touch,0.0
37386,Benjamin Rossman,0.0
37368,Kristofer S. J. Pister,0.0
37356,Patrick Lam,0.0
37353,Viera K. Proulx,0.0
37296,William Yeoh 0001,0.0
37278,Edna Barros,0.0
37262,Delfina Malandrino,0.0
37235,Qi Wei,0.0
37232,Roberto da Silva Bigonha,0.0
37228,Robin Hirsch,0.0
37225,Benjamin Livshits,0.0
37222,Sheau-Dong Lang,0.0
37213,Carlos Jensen,0.0
37186,Ana Cristina Vieira de Melo,0.0
37184,James McLurkin,0.0
37144,Kenneth A. Berman,0.0
405,Milind Tambe,0.0
37130,LiGuo Huang,0.0
37063,Ramaswamy Palaniappan,0.0
37024,Miaoqing Huang,0.0
37007,Marianne Graves Petersen,0.0
406,Martin Vetterli,0.0
36975,Stratis Viglas,0.0
36949,João Eduardo Ferreira,0.0
36939,Rachel Cardell-Oliver,0.0
38275,Ing Ren Tsang,0.0
38295,Karin Breitman,0.0
32881,Erik Winfree,0.0
39570,Meiyappan Nagappan,0.0
39726,Sudebkumar Prasant Pal,0.0
39723,Uri Wilensky,0.0
39722,Monica Brockmeyer,0.0
39707,Ney Calazans,0.0
236,Jason Cong,0.0
39683,Jingjin Yu,0.0
39679,David L. Tennenhouse,0.0
39668,Yehezkel Yeshurun,0.0
39660,Orlando Loques,0.0
39658,John C. Stamper,0.0
39612,Nancy A. Day,0.0
39590,Péter Gács,0.0
39583,Yuan (Alan) Qi,0.0
39535,Paul G. Kry,0.0
38350,Frédéric Suter,0.0
39523,Benjamin M. Marlin,0.0
39507,James S. Royer,0.0
39505,Xavier Tricoche,0.0
39484,Lúcia Maria de A. Drummond,0.0
39466,William A. Barrett,0.0
39439,Armando Solar-Lezama,0.0
39426,Kasper Green Larsen,0.0
39413,Anita Raja,0.0
39376,Laura Bocchi,0.0
39372,David Lazer,0.0
39352,Gui Liang Feng,0.0
39301,John Augustine,0.0
379,Donatella Sciuto,0.0
39756,Steven J. Murdoch,0.0
39779,Sham Kakade,0.0
378,Peter J. Stuckey,0.0
39835,Stuart A. Kurtz,0.0
40263,Jesús A. Izaguirre,0.0
40261,Xinming Ou,0.0
40259,V. Ramasubramanian,0.0
40257,Lu Ruan,0.0
40246,Martin A. Musicante,0.0
40244,Duncan P. Brumby,0.0
40200,Alneu de Andrade Lopes,0.0
40196,Michele Benzi,0.0
40190,William J. Stewart,0.0
40183,Giacomo Boracchi,0.0
40176,Fernando Luís Dotti,0.0
40163,David Klappholz,0.0
40150,Paul Valiant,0.0
40108,Kemal Efe,0.0
40098,Robert R. Kessler,0.0
40081,Erik Perrins,0.0
40063,Tamara L. Berg,0.0
40027,Subhransu Maji,0.0
39949,Lukasz Ziarek,0.0
39942,Christo Wilson,0.0
39935,Costas Tsatsoulis,0.0
39917,Paul Fodor,0.0
39898,Claudio Luis de Amorim,0.0
39880,Matthew Fluet,0.0
39869,Elwyn R. Berlekamp,0.0
374,Leandros Tassiulas,0.0
39837,Andrea L. Kavanaugh,0.0
39288,Daniel Dominic Sleator,0.0
39258,Anurag Mittal,0.0
39246,Tom La Porta,0.0
38820,Jérôme Feret,0.0
38800,Ephraim P. Glinert,0.0
38780,Marcelo Eduardo Pellenz,0.0
38705,William L. Steiger,0.0
38697,Guoqing (Harry) Xu,0.0
38693,John D. Kececioglu,0.0
38681,Sarah A. Douglas,0.0
38678,André Santanchè,0.0
383,Miodrag Potkonjak,0.0
38662,Kenneth S. Stevens,0.0
38648,Alessandro Chiesa,0.0
38620,Wenchao Zhou,0.0
38617,Rezaul Alam Chowdhury,0.0
38596,T. C. Hu,0.0
38583,Raju Pandey,0.0
38568,Luis von Ahn,0.0
38556,Daniel Romero,0.0
38503,Adriana B. Compagnoni,0.0
38481,Yi-Cheng Tu,0.0
38463,Gourab Sen Gupta,0.0
38432,Nick Nikiforakis,0.0
38402,Antoine Deza,0.0
38398,Kevin J. Compton,0.0
38396,Eros Comunello,0.0
38395,Alex Endert,0.0
38385,Fuhua Cheng,0.0
38364,Funda Ergün,0.0
38356,Yejin Choi,0.0
38817,Spyros Voulgaris,0.0
38838,Peter Pietzuch,0.0
39213,Stefanie Jegelka,0.0
38841,Edgard Jamhour,0.0
39200,Milena Mihail,0.0
39197,Yoav Goldberg,0.0
39187,John H. Hartman,0.0
39186,Thomas L. Magnanti,0.0
39163,Andrew J. Ko,0.0
39155,Larry D. Wittie,0.0
39149,Bixio Rimoldi,0.0
39136,Michael J. C. Gordon,0.0
39107,Stanislaw P. Radziszowski,0.0
39105,Jane Mulligan,0.0
39071,Rohit Gheyi,0.0
39045,Gang Tan,0.0
39042,Farhad Shahrokhi,0.0
39040,Agnes Hui Chan,0.0
39036,B. Clifford Neuman,0.0
39029,Aviv Zohar,0.0
38981,R. Michael Young,0.0
382,Mary Jane Irwin,0.0
38964,Adam O'Neill,0.0
38929,Michael G. Thomason,0.0
38915,Weng Cho Chew,0.0
38908,Douglas DeCarlo,0.0
38907,Michael L. Overton,0.0
38905,Soumya Ray,0.0
38893,Julia Stoyanovich,0.0
38887,Helen Pain,0.0
38870,Jamie Payton,0.0
36396,Eric Roberts,0.0
36395,Sean Peisert,0.0
36386,Jens H. Jahnke,0.0
34105,Krzysztof Z. Gajos,0.0
34256,Vojislav Kecman,0.0
34233,Vinod E. F. Rebello,0.0
34182,Mark D. Apperley,0.0
34177,Lindsay Groves,0.0
34171,Michael S. Langer,0.0
34166,Mohsen Ghaffari,0.0
34144,Asad I. Khan,0.0
34138,Edson Emílio Scalabrin,0.0
34131,Patrik Haslum,0.0
34128,Stephen Alstrup,0.0
34125,Kim Steenstrup Pedersen,0.0
34118,Jelani Nelson,0.0
34117,Timothy Wood,0.0
454,Karsten Schwan,0.0
417,Ping Li,0.0
33993,Somitra Kumar Sanadhya,0.0
33980,Stephen D. Brookes,0.0
33954,Carl Kingsford,0.0
33939,Seny Kamara,0.0
33923,Carlos Eduardo Scheidegger,0.0
33870,George Karakostas,0.0
33857,Jeffery I. Zucker,0.0
33854,Marcos José Santana,0.0
33836,Michael Walfish,0.0
33834,Christoph Borst,0.0
33825,Sugata Gangopadhyay,0.0
33819,W. Brent Seales,0.0
33816,Roberto Perdisci,0.0
34257,Damon McCoy,0.0
34275,Christoph Schommer,0.0
34277,Brian W. Kernighan,0.0
34289,Berthold K. P. Horn,0.0
34578,Gul A. Agha,0.0
34570,Nicholas J. A. Harvey,0.0
34565,J. Mark Pullen,0.0
34563,George T. Heineman,0.0
34551,Yunan Chen,0.0
34535,Philip W. L. Fong,0.0
34503,Vincenzo Liberatore,0.0
34486,Michael J. Cafarella,0.0
34471,John Cavazos,0.0
34451,William Whittaker,0.0
34450,Ulrike Meyer,0.0
447,Raouf Boutaba,0.0
34413,Barbara Masucci,0.0
34400,Gregory R. Andrews,0.0
34389,Jon Froehlich,0.0
34380,Partha Pratim Roy,0.0
34367,Daniel Hirschkoff,0.0
34364,Bennett A. Landman,0.0
34334,Makan Fardad,0.0
34333,Raju S. Bapi,0.0
34327,Tim Weyrich,0.0
34326,Stuart Marshall,0.0
34319,Luis E. Ortiz,0.0
34317,Pedro F. Felzenszwalb,0.0
34309,Georg Essl,0.0
34304,Djamel Fawzi Hadj Sadok,0.0
34293,Yu-Han Chang,0.0
33814,Michelle Mills Strout,0.0
33810,Kay Connelly,0.0
33752,Claudio Esperança,0.0
462,Mengjie Zhang,0.0
33345,A. J. Kfoury,0.0
33332,Peter M. Hall,0.0
33317,Dimitrios Koutsonikolas,0.0
33306,Philip K. Chan,0.0
33302,Martin Karsten,0.0
33280,Aurora Pozo,0.0
33258,Sandip Chakraborty,0.0
33234,Anne Brüggemann-Klein,0.0
33182,Xianfeng David Gu,0.0
33143,Rajiv K. Kalia,0.0
33117,Andrew P. Paplinski,0.0
33107,Jonathan L. Gross,0.0
33093,Vincent W. Freeh,0.0
33078,T. S. Eugene Ng,0.0
33058,Christoph W. Borst,0.0
463,Douglas C. Schmidt,0.0
33022,Subodh Kumar,0.0
32953,Stephen Chong,0.0
32945,Aristides A. G. Requicha,0.0
32935,Joel Friedman,0.0
32926,David J. Wild,0.0
32914,Prasad Jayanti,0.0
32910,Johnny S. Wong,0.0
32904,Junfeng Yang,0.0
32902,Tsang Ing Ren,0.0
32901,Katie A. Siek,0.0
32890,C. Chandra Sekhar,0.0
33389,Cláudia Werner,0.0
460,Evangelos Kranakis,0.0
33735,Mihai Pop,0.0
33423,Jerome A. Feldman,0.0
33731,Mimmo Parente,0.0
33720,Edwin Olson,0.0
33695,Anne Rogers,0.0
33674,Mehmet C. Vuran,0.0
33666,James M. Purtilo,0.0
33623,Stefan Göller,0.0
33611,Peter C. Nelson,0.0
33592,Geoffrey Charles Fox,0.0
33587,Michael A. Erdmann,0.0
33584,Stephen M. Blackburn,0.0
33544,Suyash P. Awate,0.0
33537,Sérgio Vale Aguiar Campos,0.0
33533,Du Q. Huynh,0.0
33515,Dan Jurafsky,0.0
33508,Shimon Edelman,0.0
33505,Poorvi L. Vora,0.0
33498,Adam R. Klivans,0.0
33480,T. Dean Hendrix,0.0
33476,Christopher James Langmead,0.0
33474,David L. Roberts,0.0
33460,George C. Stockman,0.0
457,Yishay Mansour,0.0
33455,César A. C. Teixeira,0.0
459,Tsuhan Chen,0.0
33432,Chun-Hsi Huang,0.0
33428,Alexandre d'Aspremont,0.0
33427,Niels Olof Bouvin,0.0
433,Björn E. Ottersten,0.0
34626,Joost Broekens,0.0
34631,Yufeng Wu,0.0
35981,Virginia Mary Lo,0.0
35925,Andrew Jensen Ko,0.0
35924,Antonia Zhai,0.0
35918,Kim M. Hazelwood,0.0
35909,George F. Luger,0.0
35894,David L. Andrews,0.0
35886,Rui Tan,0.0
35866,Shan Lin,0.0
35865,Swarat Chaudhuri,0.0
35862,Richard Watson,0.0
35818,Judy Qiu,0.0
35817,Cecilia R. Aragon,0.0
35815,Siddharth Barman,0.0
35799,Neil Spring,0.0
35787,Stephen Cooper,0.0
35781,Zena M. Ariola,0.0
35770,Brian Noble,0.0
35754,Pengyu Hong,0.0
35731,Carmela Troncoso,0.0
35719,Angela Arapoyanni,0.0
35715,Michael F. Spear,0.0
35644,Nicolai Marquardt,0.0
35610,Vittorio Fuccella,0.0
35606,Andreia Malucelli,0.0
35601,Patrick Baillot,0.0
35600,Jonathan Richard Shewchuk,0.0
35599,Parris K. Egbert,0.0
35587,Bahman Kalantari,0.0
35936,Philippos Mordohai,0.0
35988,Mirsad Hadzikadic,0.0
35574,Tyrone E. Duncan,0.0
36011,Patrícia D. L. Machado,0.0
36376,Jur P. van den Berg,0.0
36374,Ricardo C. Farias,0.0
36367,Chng Eng Siong,0.0
36366,C. Karen Liu,0.0
36357,Jeremy Buhler,0.0
36355,Thomas Vidick,0.0
36322,Ketan Mayer-Patel,0.0
36315,Richard H. Lathrop,0.0
36304,David Finkel,0.0
36293,Masaaki Mizuno,0.0
36290,Tony Hoare,0.0
36272,Alexander J. Hartemink,0.0
36256,Carl Henrik Ek,0.0
36228,Daniele Panozzo,0.0
36226,Wayne D. Gray,0.0
36200,Rodolfo Azevedo,0.0
36188,Stan Franklin,0.0
36173,Carolina Ruiz,0.0
36163,Mario A. R. Dantas,0.0
36117,David E. Bakken,0.0
36112,Maria Beatriz Felgar de Toledo,0.0
36067,Stanley C. Ahalt,0.0
36057,Steven Rudich,0.0
36048,Shayan Oveis Gharan,0.0
36027,Lin Tan,0.0
36020,Alexandre Plastino,0.0
36016,John L. Bruno,0.0
35578,Grant Schoenebeck,0.0
35572,Richard Souvenir,0.0
34648,Mubbasir Kapadia,0.0
35155,Xiuying Wang,0.0
35103,Klaus E. Schauser,0.0
35100,Otmar Hilliges,0.0
35097,Mirella M. Moro,0.0
35091,Paul D. Teal,0.0
35071,Robert Grimm,0.0
35050,Sebastian Riedel,0.0
35019,Emad Shihab,0.0
35011,Gerald Baumgartner,0.0
34997,Hubert Comon-Lundh,0.0
34963,Nirmala Shenoy,0.0
422,Hong Jiang,0.0
34909,Kam-Hoi Cheng,0.0
34899,Bianca Zadrozny,0.0
34890,B. David Saunders,0.0
34889,Peter Schachte,0.0
34872,Pushpendra Singh,0.0
34817,James P. Cohoon,0.0
34811,Ursula Martin,0.0
427,Alex Pentland,0.0
34773,Derek Dreyer,0.0
34760,Brian Kulis,0.0
34735,Sorin Lerner,0.0
34727,Rajeev Sangal,0.0
34707,Jochen Trumpf,0.0
34689,Oliver Schulte,0.0
34677,Robert I. Soare,0.0
34671,Tomasz P. Michalak,0.0
35113,Philip C. Treleaven,0.0
35179,Noemi de La Rocque Rodriguez,0.0
35564,Alexander C. Berg,0.0
35184,Ivo F. Sbalzarini,0.0
35546,Arne Storjohann,0.0
35542,Jana Kosecka,0.0
35541,Ronaldo Fumio Hashimoto,0.0
35494,Minlan Yu,0.0
35489,Siwei Lyu,0.0
35481,Raj Reddy,0.0
35455,Benedikt Schmidt,0.0
35436,Chris Jermaine,0.0
35429,Milos Prvulovic,0.0
35424,Simon Julier,0.0
35412,Sylvain Schmitz,0.0
35409,Min Sik Kim,0.0
35387,Tim Kovacs,0.0
35380,Matthew Stone,0.0
35363,Marc Peter Deisenroth,0.0
35317,Jon A. Solworth,0.0
35310,Bjoern H. Menze,0.0
35272,Benjamín C. Bedregal,0.0
418,Ramesh Jain,0.0
35251,D. Janaki Ram,0.0
35241,Victor S. Frost,0.0
35230,Arnav Jhala,0.0
35222,Partha Pratim Chakrabarti,0.0
35218,Robi Malik,0.0
35208,Cho-Jui Hsieh,0.0
35201,Todd Eavis,0.0
35190,Frank Keller,0.0
58444,Shazia W. Sadiq,0.0
59314,Alla Safonova,0.0
58448,Jacob Sorber,0.0
112708,Ilene Burnstein,0.0
113461,Robert D. Skeel,0.0
113399,Marcelo Blois Ribeiro,0.0
113355,Semih Salihoglu,0.0
113325,John (Juyang) Weng,0.0
113274,Nagul Cooharojananone,0.0
113196,Rupal Patel,0.0
113167,Anna Rumshisky,0.0
113156,Kirsten Cater,0.0
113034,Johannes C. van Vliet,0.0
112909,Judithe Sheard,0.0
112840,Amrinder Arora,0.0
112839,Ira Kemelmacher-Shlizerman,0.0
112734,Linda Petzold,0.0
112680,Bhavana Kanukurthi,0.0
115327,V. Susheela Devi,0.0
112490,Edward Chlebus,0.0
112443,Daniel Schwartz,0.0
112292,Marcin Dziubinski,0.0
112191,Siim Karus,0.0
112142,Andrea Tagliasacchi,0.0
112048,Felienne Hermans,0.0
112000,Saswata Shannigrahi,0.0
111992,Ulrich Speidel,0.0
111969,Alan David Fekete,0.0
111779,Stephen Scott,0.0
75,Alberto L. Sangiovanni-Vincentelli,0.0
111684,Zhengchang Su,0.0
111608,Rossana M. de Castro Andrade,0.0
113528,Abhishek Bhattacharjee,0.0
113562,Marcelo Ladeira,0.0
113614,David K. Probst,0.0
113618,Anselm Blumer,0.0
115230,Daniela Marghitu,0.0
115227,Bradley J. Lucier,0.0
115188,Robert D. Mullins,0.0
115185,Rex L. Page,0.0
115142,Shijia Gao,0.0
115049,Stefan Leutenegger,0.0
115040,Anand Seetharam,0.0
115028,Haiyi Zhu,0.0
115022,Wendi Heinzelman,0.0
114938,Ch. Sobhan Babu,0.0
114923,Simon Peter,0.0
114914,Fangxing Li,0.0
114864,Michael P. Fourman,0.0
114697,Yin Pan,0.0
114691,Michel A. Kinsy,0.0
114401,Ipek Oguz,0.0
114279,Patrícia C. A. R. Tedesco,0.0
67,Tao Jiang,0.0
114185,Nancy J. Nersessian,0.0
114066,Ronald D. Schrimpf,0.0
113930,Robert Platt Jr.,0.0
113884,Peter Ryan,0.0
113781,Larry S. Yaeger,0.0
71,Noga Alon,0.0
113690,M. S. Ryoo,0.0
113653,Bei-tseng Chu,0.0
113643,Chetan Arora 0001,0.0
111605,Dennis Bahler,0.0
111481,Daniel W. Goldberg,0.0
111381,Samira Manabi Khan,0.0
109438,Su-In Lee,0.0
109380,Glenn W. Cox,0.0
109370,Ricardo Pezzuol Jacobi,0.0
109217,Budi Arief,0.0
109157,Edward Angel,0.0
109147,Martha Evens,0.0
109122,Fernanda Gusmão de Lima Kastensmidt,0.0
108966,Minseok Kwon,0.0
108965,Robert R. Lewis,0.0
108910,Alberto Del Pia,0.0
108906,Stephen Pulman,0.0
108903,Michal Skrzypczak,0.0
108901,Konrad Iwanicki,0.0
108766,Guilherme P. Telles,0.0
108695,Aritra Hazra,0.0
108604,Sean B. Holden,0.0
108498,Alcides Calsavara,0.0
108317,Rupesh Nasre,0.0
108314,Brandon Lucia,0.0
108265,Taehyun Rhee,0.0
108120,Betsy James DiSalvo,0.0
108040,Christophe Alias,0.0
107930,Álvaro Freitas Moreira,0.0
107865,André L. M. Santos,0.0
107838,Vinayak S. Naik,0.0
107735,Haitham Hassanieh,0.0
107626,Michael Herrmann,0.0
107618,Shannon D. Blunt,0.0
109435,Jair C. Leite,0.0
109461,Luke N. Olson,0.0
111364,Jinho D. Choi,0.0
109499,Smita Krishnaswamy,0.0
111302,Gordon S. Novak,0.0
111219,Arthur C. Fleck,0.0
111107,Gursimran Singh Walia,0.0
111081,Anna Zych,0.0
110922,Tingting Yu,0.0
110854,Patrick Henry Winston,0.0
110767,Carl G. Davis,0.0
110682,Tsu-Jae King Liu,0.0
110662,Zhijia Zhao,0.0
110641,Thomas H. LaBean,0.0
110573,Peter A. Bloniarz,0.0
110537,Jordi Garcia,0.0
110528,Jim Warren 0001,0.0
110498,Edson Norberto Cáceres,0.0
110326,Vinhthuy T. Phan,0.0
110219,Chris Dwyer,0.0
110179,Christian Biemann,0.0
110059,Geraldo Zimbrao,0.0
110024,Larry Stillman,0.0
110013,Thomas Huckle,0.0
109925,Sophie Jörg,0.0
109891,Olga Vitek,0.0
109724,Robert Dabrowski,0.0
109716,José Eustáquio Rangel de Queiroz,0.0
109653,John Dowell,0.0
109544,Charalambos Poullis,0.0
109540,William J. Kubitz,0.0
115273,Gary K. Fedder,0.0
115353,Jenny Waycott,0.0
93166,John Knight,0.0
120170,Dvijesh Shastri,0.0
121324,Arend Hintze,0.0
121230,Leon van der Torre,0.0
121159,César Augusto Camillo Teixeira,0.0
121113,Vicente Ferreira de Lucena Jr.,0.0
120932,Alex Zhang,0.0
120752,Edjard Mota,0.0
120723,Richard E. Pattis,0.0
120629,Oliver A. McBryan,0.0
120620,Taesoo Kim,0.0
120590,Eusebius J. Doedel,0.0
120414,Lauge Sørensen,0.0
120337,Joe Kniss,0.0
62,Hong Zhang,0.0
119998,Marcus Brown,0.0
115370,Debra Yarrington,0.0
119996,Douglas S. Kerr,0.0
119993,Adriano Albuquerque,0.0
119959,Ben Recht,0.0
119898,José Gonçalves Pereira Filho,0.0
119838,Carl H. Hauser,0.0
119824,Dilvan A. Moreira,0.0
119742,Pedro Porfírio Muniz Farias,0.0
119645,Ratan Guha,0.0
119595,Anne Roudaut,0.0
119524,G. E. Hedrick,0.0
